"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"Fußball-Bundesliga","2021-11-27","Fußball-Bundesliga (Matchweek 13)","Greuther Fürth","4-3-3",3,1.1,"Jamie Leweling · 22&rsquor; Timothy Tillman · 46&rsquor; Branimir Hrgota · 67&rsquor;","1","0","Hoffenheim","4-3-3",6,4,"Ihlas Bebou · 32&rsquor; Georginio Rutter · 40&rsquor; Georginio Rutter · 57&rsquor; Ihlas Bebou · 62&rsquor; Marco Meyerhöfer (OG) · 66&rsquor; Ihlas Bebou · 80&rsquor;","0","0","https://fbref.com/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga","Greuther Fürth","Home","Maximilian Bauer",4,"GER","CB","21-291",90,0,0,0,0,0,0,0,0,82,0,2,2,0,0,0,1,0,68,75,90.7,2,61,0,1,0
"Fußball-Bundesliga","2021-11-27","Fußball-Bundesliga (Matchweek 13)","Greuther Fürth","4-3-3",3,1.1,"Jamie Leweling · 22&rsquor; Timothy Tillman · 46&rsquor; Branimir Hrgota · 67&rsquor;","1","0","Hoffenheim","4-3-3",6,4,"Ihlas Bebou · 32&rsquor; Georginio Rutter · 40&rsquor; Georginio Rutter · 57&rsquor; Ihlas Bebou · 62&rsquor; Marco Meyerhöfer (OG) · 66&rsquor; Ihlas Bebou · 80&rsquor;","0","0","https://fbref.com/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga","Greuther Fürth","Home","Hans Nunoo Sarpei",14,"GHA","CB","23-097",90,0,0,0,0,2,0,0,0,61,2,3,1,0.1,0.1,0,1,0,43,50,86,2,40,1,0,0
"Fußball-Bundesliga","2021-11-27","Fußball-Bundesliga (Matchweek 13)","Greuther Fürth","4-3-3",3,1.1,"Jamie Leweling · 22&rsquor; Timothy Tillman · 46&rsquor; Branimir Hrgota · 67&rsquor;","1","0","Hoffenheim","4-3-3",6,4,"Ihlas Bebou · 32&rsquor; Georginio Rutter · 40&rsquor; Georginio Rutter · 57&rsquor; Ihlas Bebou · 62&rsquor; Marco Meyerhöfer (OG) · 66&rsquor; Ihlas Bebou · 80&rsquor;","0","0","https://fbref.com/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga","Greuther Fürth","Home","Simon Asta",2,"GER","RB","20-306",69,0,0,0,0,0,0,0,0,42,1,0,0,0,0,0,1,0,30,35,85.7,2,25,1,0,0
"Fußball-Bundesliga","2021-11-27","Fußball-Bundesliga (Matchweek 13)","Greuther Fürth","4-3-3",3,1.1,"Jamie Leweling · 22&rsquor; Timothy Tillman · 46&rsquor; Branimir Hrgota · 67&rsquor;","1","0","Hoffenheim","4-3-3",6,4,"Ihlas Bebou · 32&rsquor; Georginio Rutter · 40&rsquor; Georginio Rutter · 57&rsquor; Ihlas Bebou · 62&rsquor; Marco Meyerhöfer (OG) · 66&rsquor; Ihlas Bebou · 80&rsquor;","0","0","https://fbref.com/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga","Greuther Fürth","Home","Abdourahmane Barry",32,"GUI","RB","21-279",21,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0.1,1,0,11,14,78.6,0,12,1,1,0
"Fußball-Bundesliga","2021-11-27","Fußball-Bundesliga (Matchweek 13)","Greuther Fürth","4-3-3",3,1.1,"Jamie Leweling · 22&rsquor; Timothy Tillman · 46&rsquor; Branimir Hrgota · 67&rsquor;","1","0","Hoffenheim","4-3-3",6,4,"Ihlas Bebou · 32&rsquor; Georginio Rutter · 40&rsquor; Georginio Rutter · 57&rsquor; Ihlas Bebou · 62&rsquor; Marco Meyerhöfer (OG) · 66&rsquor; Ihlas Bebou · 80&rsquor;","0","0","https://fbref.com/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga","Greuther Fürth","Home","Marius Funk",1,"GER","GK","25-330",90,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,37,50,74,0,31,0,0,0
"Fußball-Bundesliga","2021-11-27","Fußball-Bundesliga (Matchweek 13)","Greuther Fürth","4-3-3",3,1.1,"Jamie Leweling · 22&rsquor; Timothy Tillman · 46&rsquor; Branimir Hrgota · 67&rsquor;","1","0","Hoffenheim","4-3-3",6,4,"Ihlas Bebou · 32&rsquor; Georginio Rutter · 40&rsquor; Georginio Rutter · 57&rsquor; Ihlas Bebou · 62&rsquor; Marco Meyerhöfer (OG) · 66&rsquor; Ihlas Bebou · 80&rsquor;","0","0","https://fbref.com/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga","Hoffenheim","Away","Moanes Dabbur",10,"ISR","FW","29-197",62,0,0,0,0,4,3,0,0,23,0,0,0,0.9,0.9,0.5,3,0,13,19,68.4,3,16,0,0,0
"Fußball-Bundesliga","2021-11-27","Fußball-Bundesliga (Matchweek 13)","Greuther Fürth","4-3-3",3,1.1,"Jamie Leweling · 22&rsquor; Timothy Tillman · 46&rsquor; Branimir Hrgota · 67&rsquor;","1","0","Hoffenheim","4-3-3",6,4,"Ihlas Bebou · 32&rsquor; Georginio Rutter · 40&rsquor; Georginio Rutter · 57&rsquor; Ihlas Bebou · 62&rsquor; Marco Meyerhöfer (OG) · 66&rsquor; Ihlas Bebou · 80&rsquor;","0","0","https://fbref.com/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga","Hoffenheim","Away","Chris Richards",28,"USA","FW","21-244",28,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,12,14,85.7,0,9,0,0,0
"Fußball-Bundesliga","2021-11-27","Fußball-Bundesliga (Matchweek 13)","Greuther Fürth","4-3-3",3,1.1,"Jamie Leweling · 22&rsquor; Timothy Tillman · 46&rsquor; Branimir Hrgota · 67&rsquor;","1","0","Hoffenheim","4-3-3",6,4,"Ihlas Bebou · 32&rsquor; Georginio Rutter · 40&rsquor; Georginio Rutter · 57&rsquor; Ihlas Bebou · 62&rsquor; Marco Meyerhöfer (OG) · 66&rsquor; Ihlas Bebou · 80&rsquor;","0","0","https://fbref.com/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga","Hoffenheim","Away","Georginio Rutter",33,"FRA","LW","19-221",82,2,1,0,0,5,2,0,0,24,0,0,2,0.8,0.8,1.2,2,1,7,8,87.5,1,18,2,1,0
"Fußball-Bundesliga","2021-11-27","Fußball-Bundesliga (Matchweek 13)","Greuther Fürth","4-3-3",3,1.1,"Jamie Leweling · 22&rsquor; Timothy Tillman · 46&rsquor; Branimir Hrgota · 67&rsquor;","1","0","Hoffenheim","4-3-3",6,4,"Ihlas Bebou · 32&rsquor; Georginio Rutter · 40&rsquor; Georginio Rutter · 57&rsquor; Ihlas Bebou · 62&rsquor; Marco Meyerhöfer (OG) · 66&rsquor; Ihlas Bebou · 80&rsquor;","0","0","https://fbref.com/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga","Hoffenheim","Away","Sargis Adamyan",23,"ARM","LW","28-188",8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,6,83.3,0,5,0,0,0
"Fußball-Bundesliga","2021-11-27","Fußball-Bundesliga (Matchweek 13)","Greuther Fürth","4-3-3",3,1.1,"Jamie Leweling · 22&rsquor; Timothy Tillman · 46&rsquor; Branimir Hrgota · 67&rsquor;","1","0","Hoffenheim","4-3-3",6,4,"Ihlas Bebou · 32&rsquor; Georginio Rutter · 40&rsquor; Georginio Rutter · 57&rsquor; Ihlas Bebou · 62&rsquor; Marco Meyerhöfer (OG) · 66&rsquor; Ihlas Bebou · 80&rsquor;","0","0","https://fbref.com/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga","Hoffenheim","Away","Ihlas Bebou",9,"TOG","RW","27-218",82,3,0,0,0,5,5,0,0,28,1,0,0,2,2,0,2,1,10,15,66.7,2,14,2,0,0
"Fußball-Bundesliga","2021-11-27","Fußball-Bundesliga (Matchweek 13)","Greuther Fürth","4-3-3",3,1.1,"Jamie Leweling · 22&rsquor; Timothy Tillman · 46&rsquor; Branimir Hrgota · 67&rsquor;","1","0","Hoffenheim","4-3-3",6,4,"Ihlas Bebou · 32&rsquor; Georginio Rutter · 40&rsquor; Georginio Rutter · 57&rsquor; Ihlas Bebou · 62&rsquor; Marco Meyerhöfer (OG) · 66&rsquor; Ihlas Bebou · 80&rsquor;","0","0","https://fbref.com/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga","Hoffenheim","Away","Håvard Nordtveit",6,"NOR","RW","31-159",8,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,14,14,100,0,8,0,0,0
"Fußball-Bundesliga","2021-11-27","Fußball-Bundesliga (Matchweek 13)","Greuther Fürth","4-3-3",3,1.1,"Jamie Leweling · 22&rsquor; Timothy Tillman · 46&rsquor; Branimir Hrgota · 67&rsquor;","1","0","Hoffenheim","4-3-3",6,4,"Ihlas Bebou · 32&rsquor; Georginio Rutter · 40&rsquor; Georginio Rutter · 57&rsquor; Ihlas Bebou · 62&rsquor; Marco Meyerhöfer (OG) · 66&rsquor; Ihlas Bebou · 80&rsquor;","0","0","https://fbref.com/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga","Hoffenheim","Away","Dennis Geiger",8,"GER","LM","23-170",90,0,0,0,0,2,0,0,0,43,2,1,0,0.2,0.2,0.1,6,0,28,38,73.7,0,21,2,1,1
"Fußball-Bundesliga","2021-11-27","Fußball-Bundesliga (Matchweek 13)","Greuther Fürth","4-3-3",3,1.1,"Jamie Leweling · 22&rsquor; Timothy Tillman · 46&rsquor; Branimir Hrgota · 67&rsquor;","1","0","Hoffenheim","4-3-3",6,4,"Ihlas Bebou · 32&rsquor; Georginio Rutter · 40&rsquor; Georginio Rutter · 57&rsquor; Ihlas Bebou · 62&rsquor; Marco Meyerhöfer (OG) · 66&rsquor; Ihlas Bebou · 80&rsquor;","0","0","https://fbref.com/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga","Hoffenheim","Away","Florian Grillitsch",11,"AUT","CM","26-112",90,0,0,0,0,1,0,0,0,60,0,0,1,0,0,0.1,3,0,51,57,89.5,9,38,2,0,0
"Fußball-Bundesliga","2021-11-27","Fußball-Bundesliga (Matchweek 13)","Greuther Fürth","4-3-3",3,1.1,"Jamie Leweling · 22&rsquor; Timothy Tillman · 46&rsquor; Branimir Hrgota · 67&rsquor;","1","0","Hoffenheim","4-3-3",6,4,"Ihlas Bebou · 32&rsquor; Georginio Rutter · 40&rsquor; Georginio Rutter · 57&rsquor; Ihlas Bebou · 62&rsquor; Marco Meyerhöfer (OG) · 66&rsquor; Ihlas Bebou · 80&rsquor;","0","0","https://fbref.com/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga","Hoffenheim","Away","Diadie Samassékou",18,"MLI","RM","25-320",56,0,0,0,0,0,0,0,0,17,1,1,1,0,0,0,0,0,6,11,54.5,1,7,0,1,0
"Fußball-Bundesliga","2021-11-27","Fußball-Bundesliga (Matchweek 13)","Greuther Fürth","4-3-3",3,1.1,"Jamie Leweling · 22&rsquor; Timothy Tillman · 46&rsquor; Branimir Hrgota · 67&rsquor;","1","0","Hoffenheim","4-3-3",6,4,"Ihlas Bebou · 32&rsquor; Georginio Rutter · 40&rsquor; Georginio Rutter · 57&rsquor; Ihlas Bebou · 62&rsquor; Marco Meyerhöfer (OG) · 66&rsquor; Ihlas Bebou · 80&rsquor;","0","0","https://fbref.com/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga","Hoffenheim","Away","Angelo Stiller",13,"GER","RM","20-237",34,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0.1,1,0,12,15,80,1,8,1,1,0
"Fußball-Bundesliga","2021-11-27","Fußball-Bundesliga (Matchweek 13)","Greuther Fürth","4-3-3",3,1.1,"Jamie Leweling · 22&rsquor; Timothy Tillman · 46&rsquor; Branimir Hrgota · 67&rsquor;","1","0","Hoffenheim","4-3-3",6,4,"Ihlas Bebou · 32&rsquor; Georginio Rutter · 40&rsquor; Georginio Rutter · 57&rsquor; Ihlas Bebou · 62&rsquor; Marco Meyerhöfer (OG) · 66&rsquor; Ihlas Bebou · 80&rsquor;","0","0","https://fbref.com/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga","Hoffenheim","Away","David Raum",17,"GER","LB","23-219",90,0,2,0,0,1,0,0,0,63,2,0,1,0,0,0.6,11,4,40,57,70.2,3,22,2,0,0
"Fußball-Bundesliga","2021-11-27","Fußball-Bundesliga (Matchweek 13)","Greuther Fürth","4-3-3",3,1.1,"Jamie Leweling · 22&rsquor; Timothy Tillman · 46&rsquor; Branimir Hrgota · 67&rsquor;","1","0","Hoffenheim","4-3-3",6,4,"Ihlas Bebou · 32&rsquor; Georginio Rutter · 40&rsquor; Georginio Rutter · 57&rsquor; Ihlas Bebou · 62&rsquor; Marco Meyerhöfer (OG) · 66&rsquor; Ihlas Bebou · 80&rsquor;","0","0","https://fbref.com/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga","Hoffenheim","Away","Kevin Vogt",22,"GER","CB","30-065",90,0,0,0,0,1,0,0,0,78,1,0,0,0,0,0,1,1,60,72,83.3,1,39,0,0,0
"Fußball-Bundesliga","2021-11-27","Fußball-Bundesliga (Matchweek 13)","Greuther Fürth","4-3-3",3,1.1,"Jamie Leweling · 22&rsquor; Timothy Tillman · 46&rsquor; Branimir Hrgota · 67&rsquor;","1","0","Hoffenheim","4-3-3",6,4,"Ihlas Bebou · 32&rsquor; Georginio Rutter · 40&rsquor; Georginio Rutter · 57&rsquor; Ihlas Bebou · 62&rsquor; Marco Meyerhöfer (OG) · 66&rsquor; Ihlas Bebou · 80&rsquor;","0","0","https://fbref.com/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga","Hoffenheim","Away","Stefan Posch",38,"AUT","CB","24-197",90,0,0,0,0,1,1,0,0,53,2,1,4,0.1,0.1,0,0,0,29,40,72.5,2,36,0,0,0
"Fußball-Bundesliga","2021-11-27","Fußball-Bundesliga (Matchweek 13)","Greuther Fürth","4-3-3",3,1.1,"Jamie Leweling · 22&rsquor; Timothy Tillman · 46&rsquor; Branimir Hrgota · 67&rsquor;","1","0","Hoffenheim","4-3-3",6,4,"Ihlas Bebou · 32&rsquor; Georginio Rutter · 40&rsquor; Georginio Rutter · 57&rsquor; Ihlas Bebou · 62&rsquor; Marco Meyerhöfer (OG) · 66&rsquor; Ihlas Bebou · 80&rsquor;","0","0","https://fbref.com/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga","Hoffenheim","Away","Kevin Akpoguma",25,"NGA","RB","26-222",56,0,0,0,0,1,0,0,0,35,2,0,0,0.1,0.1,0.2,1,0,19,29,65.5,1,16,1,2,0
"Fußball-Bundesliga","2021-11-27","Fußball-Bundesliga (Matchweek 13)","Greuther Fürth","4-3-3",3,1.1,"Jamie Leweling · 22&rsquor; Timothy Tillman · 46&rsquor; Branimir Hrgota · 67&rsquor;","1","0","Hoffenheim","4-3-3",6,4,"Ihlas Bebou · 32&rsquor; Georginio Rutter · 40&rsquor; Georginio Rutter · 57&rsquor; Ihlas Bebou · 62&rsquor; Marco Meyerhöfer (OG) · 66&rsquor; Ihlas Bebou · 80&rsquor;","0","0","https://fbref.com/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga","Hoffenheim","Away","Andrej Kramarić",27,"CRO","RB","30-161",34,0,1,0,0,0,0,0,0,22,1,0,1,0,0,0.4,3,2,13,16,81.3,3,12,3,0,0
"Fußball-Bundesliga","2021-11-27","Fußball-Bundesliga (Matchweek 13)","Greuther Fürth","4-3-3",3,1.1,"Jamie Leweling · 22&rsquor; Timothy Tillman · 46&rsquor; Branimir Hrgota · 67&rsquor;","1","0","Hoffenheim","4-3-3",6,4,"Ihlas Bebou · 32&rsquor; Georginio Rutter · 40&rsquor; Georginio Rutter · 57&rsquor; Ihlas Bebou · 62&rsquor; Marco Meyerhöfer (OG) · 66&rsquor; Ihlas Bebou · 80&rsquor;","0","0","https://fbref.com/en/matches/fe2da330/Greuther-Furth-Hoffenheim-November-27-2021-Bundesliga","Hoffenheim","Away","Philipp Pentke",12,"GER","GK","36-210",90,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,31,39,79.5,0,26,0,0,0
