"League","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Fls","Fld","Off","Crs","TklW","Int","OG","PKwon","PKcon"
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 2)","Bayer Leverkusen","4-4-2",3,NA,"Eren Derdiyok · 24&rsquor; Arturo Vidal (P) · 58&rsquor; Stefan Kießling · 70&rsquor;","1","0","Mönchengladbach","4-4-2",6,NA,"Patrick Herrmann · 20&rsquor; Roel Brouwers · 40&rsquor; Patrick Herrmann · 44&rsquor; Juan Arango · 56&rsquor; Mohammadou Idrissou · 60&rsquor; Marco Reus · 69&rsquor;","1","0","https://fbref.com/en/matches/c840dd76/Bayer-Leverkusen-Monchengladbach-August-29-2010-Bundesliga","Bayer Leverkusen","Home","Stefan Reinartz",NA,"GER","DF,MF","21-240",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 2)","Bayer Leverkusen","4-4-2",3,NA,"Eren Derdiyok · 24&rsquor; Arturo Vidal (P) · 58&rsquor; Stefan Kießling · 70&rsquor;","1","0","Mönchengladbach","4-4-2",6,NA,"Patrick Herrmann · 20&rsquor; Roel Brouwers · 40&rsquor; Patrick Herrmann · 44&rsquor; Juan Arango · 56&rsquor; Mohammadou Idrissou · 60&rsquor; Marco Reus · 69&rsquor;","1","0","https://fbref.com/en/matches/c840dd76/Bayer-Leverkusen-Monchengladbach-August-29-2010-Bundesliga","Bayer Leverkusen","Home","Gonzalo Castro",NA,"GER","DF,MF","23-079",90,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 2)","Bayer Leverkusen","4-4-2",3,NA,"Eren Derdiyok · 24&rsquor; Arturo Vidal (P) · 58&rsquor; Stefan Kießling · 70&rsquor;","1","0","Mönchengladbach","4-4-2",6,NA,"Patrick Herrmann · 20&rsquor; Roel Brouwers · 40&rsquor; Patrick Herrmann · 44&rsquor; Juan Arango · 56&rsquor; Mohammadou Idrissou · 60&rsquor; Marco Reus · 69&rsquor;","1","0","https://fbref.com/en/matches/c840dd76/Bayer-Leverkusen-Monchengladbach-August-29-2010-Bundesliga","Bayer Leverkusen","Home","René Adler",NA,"GER","GK","25-226",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 2)","Bayer Leverkusen","4-4-2",3,NA,"Eren Derdiyok · 24&rsquor; Arturo Vidal (P) · 58&rsquor; Stefan Kießling · 70&rsquor;","1","0","Mönchengladbach","4-4-2",6,NA,"Patrick Herrmann · 20&rsquor; Roel Brouwers · 40&rsquor; Patrick Herrmann · 44&rsquor; Juan Arango · 56&rsquor; Mohammadou Idrissou · 60&rsquor; Marco Reus · 69&rsquor;","1","0","https://fbref.com/en/matches/c840dd76/Bayer-Leverkusen-Monchengladbach-August-29-2010-Bundesliga","Mönchengladbach","Away","Mohammadou Idrissou",NA,"CMR","FW","30-174",90,1,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 2)","Bayer Leverkusen","4-4-2",3,NA,"Eren Derdiyok · 24&rsquor; Arturo Vidal (P) · 58&rsquor; Stefan Kießling · 70&rsquor;","1","0","Mönchengladbach","4-4-2",6,NA,"Patrick Herrmann · 20&rsquor; Roel Brouwers · 40&rsquor; Patrick Herrmann · 44&rsquor; Juan Arango · 56&rsquor; Mohammadou Idrissou · 60&rsquor; Marco Reus · 69&rsquor;","1","0","https://fbref.com/en/matches/c840dd76/Bayer-Leverkusen-Monchengladbach-August-29-2010-Bundesliga","Mönchengladbach","Away","Marco Reus",NA,"GER","FW,MF","21-090",84,1,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 2)","Bayer Leverkusen","4-4-2",3,NA,"Eren Derdiyok · 24&rsquor; Arturo Vidal (P) · 58&rsquor; Stefan Kießling · 70&rsquor;","1","0","Mönchengladbach","4-4-2",6,NA,"Patrick Herrmann · 20&rsquor; Roel Brouwers · 40&rsquor; Patrick Herrmann · 44&rsquor; Juan Arango · 56&rsquor; Mohammadou Idrissou · 60&rsquor; Marco Reus · 69&rsquor;","1","0","https://fbref.com/en/matches/c840dd76/Bayer-Leverkusen-Monchengladbach-August-29-2010-Bundesliga","Mönchengladbach","Away","Roman Neustädter",NA,"RUS","DF,MF","22-192",6,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 2)","Bayer Leverkusen","4-4-2",3,NA,"Eren Derdiyok · 24&rsquor; Arturo Vidal (P) · 58&rsquor; Stefan Kießling · 70&rsquor;","1","0","Mönchengladbach","4-4-2",6,NA,"Patrick Herrmann · 20&rsquor; Roel Brouwers · 40&rsquor; Patrick Herrmann · 44&rsquor; Juan Arango · 56&rsquor; Mohammadou Idrissou · 60&rsquor; Marco Reus · 69&rsquor;","1","0","https://fbref.com/en/matches/c840dd76/Bayer-Leverkusen-Monchengladbach-August-29-2010-Bundesliga","Mönchengladbach","Away","Juan Arango",NA,"VEN","MF","30-105",74,1,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 2)","Bayer Leverkusen","4-4-2",3,NA,"Eren Derdiyok · 24&rsquor; Arturo Vidal (P) · 58&rsquor; Stefan Kießling · 70&rsquor;","1","0","Mönchengladbach","4-4-2",6,NA,"Patrick Herrmann · 20&rsquor; Roel Brouwers · 40&rsquor; Patrick Herrmann · 44&rsquor; Juan Arango · 56&rsquor; Mohammadou Idrissou · 60&rsquor; Marco Reus · 69&rsquor;","1","0","https://fbref.com/en/matches/c840dd76/Bayer-Leverkusen-Monchengladbach-August-29-2010-Bundesliga","Mönchengladbach","Away","Raúl Bobadilla",NA,"PAR","FW","23-072",16,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 2)","Bayer Leverkusen","4-4-2",3,NA,"Eren Derdiyok · 24&rsquor; Arturo Vidal (P) · 58&rsquor; Stefan Kießling · 70&rsquor;","1","0","Mönchengladbach","4-4-2",6,NA,"Patrick Herrmann · 20&rsquor; Roel Brouwers · 40&rsquor; Patrick Herrmann · 44&rsquor; Juan Arango · 56&rsquor; Mohammadou Idrissou · 60&rsquor; Marco Reus · 69&rsquor;","1","0","https://fbref.com/en/matches/c840dd76/Bayer-Leverkusen-Monchengladbach-August-29-2010-Bundesliga","Mönchengladbach","Away","Thorben Marx",NA,"GER","MF","29-089",90,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 2)","Bayer Leverkusen","4-4-2",3,NA,"Eren Derdiyok · 24&rsquor; Arturo Vidal (P) · 58&rsquor; Stefan Kießling · 70&rsquor;","1","0","Mönchengladbach","4-4-2",6,NA,"Patrick Herrmann · 20&rsquor; Roel Brouwers · 40&rsquor; Patrick Herrmann · 44&rsquor; Juan Arango · 56&rsquor; Mohammadou Idrissou · 60&rsquor; Marco Reus · 69&rsquor;","1","0","https://fbref.com/en/matches/c840dd76/Bayer-Leverkusen-Monchengladbach-August-29-2010-Bundesliga","Mönchengladbach","Away","Michael Bradley",NA,"USA","MF","23-029",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 2)","Bayer Leverkusen","4-4-2",3,NA,"Eren Derdiyok · 24&rsquor; Arturo Vidal (P) · 58&rsquor; Stefan Kießling · 70&rsquor;","1","0","Mönchengladbach","4-4-2",6,NA,"Patrick Herrmann · 20&rsquor; Roel Brouwers · 40&rsquor; Patrick Herrmann · 44&rsquor; Juan Arango · 56&rsquor; Mohammadou Idrissou · 60&rsquor; Marco Reus · 69&rsquor;","1","0","https://fbref.com/en/matches/c840dd76/Bayer-Leverkusen-Monchengladbach-August-29-2010-Bundesliga","Mönchengladbach","Away","Patrick Herrmann",NA,"GER","FW,MF","19-198",79,2,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 2)","Bayer Leverkusen","4-4-2",3,NA,"Eren Derdiyok · 24&rsquor; Arturo Vidal (P) · 58&rsquor; Stefan Kießling · 70&rsquor;","1","0","Mönchengladbach","4-4-2",6,NA,"Patrick Herrmann · 20&rsquor; Roel Brouwers · 40&rsquor; Patrick Herrmann · 44&rsquor; Juan Arango · 56&rsquor; Mohammadou Idrissou · 60&rsquor; Marco Reus · 69&rsquor;","1","0","https://fbref.com/en/matches/c840dd76/Bayer-Leverkusen-Monchengladbach-August-29-2010-Bundesliga","Mönchengladbach","Away","Sebastian Schachten",NA,"GER","DF,MF","25-296",11,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 2)","Bayer Leverkusen","4-4-2",3,NA,"Eren Derdiyok · 24&rsquor; Arturo Vidal (P) · 58&rsquor; Stefan Kießling · 70&rsquor;","1","0","Mönchengladbach","4-4-2",6,NA,"Patrick Herrmann · 20&rsquor; Roel Brouwers · 40&rsquor; Patrick Herrmann · 44&rsquor; Juan Arango · 56&rsquor; Mohammadou Idrissou · 60&rsquor; Marco Reus · 69&rsquor;","1","0","https://fbref.com/en/matches/c840dd76/Bayer-Leverkusen-Monchengladbach-August-29-2010-Bundesliga","Mönchengladbach","Away","Filip Daems",NA,"BEL","DF","31-302",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 2)","Bayer Leverkusen","4-4-2",3,NA,"Eren Derdiyok · 24&rsquor; Arturo Vidal (P) · 58&rsquor; Stefan Kießling · 70&rsquor;","1","0","Mönchengladbach","4-4-2",6,NA,"Patrick Herrmann · 20&rsquor; Roel Brouwers · 40&rsquor; Patrick Herrmann · 44&rsquor; Juan Arango · 56&rsquor; Mohammadou Idrissou · 60&rsquor; Marco Reus · 69&rsquor;","1","0","https://fbref.com/en/matches/c840dd76/Bayer-Leverkusen-Monchengladbach-August-29-2010-Bundesliga","Mönchengladbach","Away","Dante",NA,"BRA","DF","26-315",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 2)","Bayer Leverkusen","4-4-2",3,NA,"Eren Derdiyok · 24&rsquor; Arturo Vidal (P) · 58&rsquor; Stefan Kießling · 70&rsquor;","1","0","Mönchengladbach","4-4-2",6,NA,"Patrick Herrmann · 20&rsquor; Roel Brouwers · 40&rsquor; Patrick Herrmann · 44&rsquor; Juan Arango · 56&rsquor; Mohammadou Idrissou · 60&rsquor; Marco Reus · 69&rsquor;","1","0","https://fbref.com/en/matches/c840dd76/Bayer-Leverkusen-Monchengladbach-August-29-2010-Bundesliga","Mönchengladbach","Away","Roel Brouwers",NA,"NED","DF","28-274",90,1,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 2)","Bayer Leverkusen","4-4-2",3,NA,"Eren Derdiyok · 24&rsquor; Arturo Vidal (P) · 58&rsquor; Stefan Kießling · 70&rsquor;","1","0","Mönchengladbach","4-4-2",6,NA,"Patrick Herrmann · 20&rsquor; Roel Brouwers · 40&rsquor; Patrick Herrmann · 44&rsquor; Juan Arango · 56&rsquor; Mohammadou Idrissou · 60&rsquor; Marco Reus · 69&rsquor;","1","0","https://fbref.com/en/matches/c840dd76/Bayer-Leverkusen-Monchengladbach-August-29-2010-Bundesliga","Mönchengladbach","Away","Tobias Levels",NA,"GER","DF","23-280",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
"Fußball-Bundesliga","Fußball-Bundesliga (Matchweek 2)","Bayer Leverkusen","4-4-2",3,NA,"Eren Derdiyok · 24&rsquor; Arturo Vidal (P) · 58&rsquor; Stefan Kießling · 70&rsquor;","1","0","Mönchengladbach","4-4-2",6,NA,"Patrick Herrmann · 20&rsquor; Roel Brouwers · 40&rsquor; Patrick Herrmann · 44&rsquor; Juan Arango · 56&rsquor; Mohammadou Idrissou · 60&rsquor; Marco Reus · 69&rsquor;","1","0","https://fbref.com/en/matches/c840dd76/Bayer-Leverkusen-Monchengladbach-August-29-2010-Bundesliga","Mönchengladbach","Away","Logan Bailly",NA,"BEL","GK","24-245",90,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
