"","Date","Home","Away","HomeGoals","AwayGoals"
"3602",2021-02-21,"Heerenveen","Groningen",1,1
"3603",2021-02-21,"PSV Eindhoven","Vitesse",3,1
"3604",2021-02-21,"Ajax","Sparta R'dam",4,2
"3605",2021-02-26,"Zwolle","Heerenveen",4,1
"3606",2021-02-27,"Utrecht","Emmen",0,1
"3607",2021-02-27,"ADO Den Haag","RKC Waalwijk",0,0
"3608",2021-02-27,"Vitesse","VVV-Venlo",4,1
"3609",2021-02-27,"Heracles Almelo","Twente",2,2
"3610",2021-02-28,"Sparta R'dam","Willem II",0,2
"3611",2021-02-28,"Groningen","Fortuna Sittard",1,0
"3612",2021-02-28,"PSV Eindhoven","Ajax",1,1
"3613",2021-02-28,"AZ Alkmaar","Feyenoord",4,2
"3614",2021-03-05,"Emmen","Sparta R'dam",1,1
"3615",2021-03-06,"Feyenoord","VVV-Venlo",6,0
"3616",2021-03-06,"Twente","Willem II",1,1
"3617",2021-03-06,"Heerenveen","ADO Den Haag",3,0
"3618",2021-03-06,"RKC Waalwijk","Utrecht",1,2
"3619",2021-03-07,"Ajax","Groningen",3,1
"3620",2021-03-07,"Heracles Almelo","Zwolle",2,1
"3621",2021-03-07,"Fortuna Sittard","PSV Eindhoven",1,3
"3622",2021-03-07,"Vitesse","AZ Alkmaar",2,1
"3623",2021-03-13,"Willem II","Heerenveen",3,1
"3624",2021-03-13,"ADO Den Haag","Heracles Almelo",1,2
"3625",2021-03-13,"AZ Alkmaar","Twente",4,1
"3626",2021-03-13,"Groningen","Emmen",1,1
"3627",2021-03-13,"Sparta R'dam","RKC Waalwijk",2,0
"3628",2021-03-14,"VVV-Venlo","Fortuna Sittard",1,3
"3629",2021-03-14,"Utrecht","Vitesse",1,3
"3630",2021-03-14,"PSV Eindhoven","Feyenoord",1,1
"3631",2021-03-14,"Zwolle","Ajax",0,2
"3632",2021-03-19,"Heerenveen","Twente",0,0
"3633",2021-03-20,"Fortuna Sittard","Utrecht",0,1
"3634",2021-03-20,"Feyenoord","Emmen",1,1
"3635",2021-03-20,"RKC Waalwijk","Groningen",3,1
"3636",2021-03-21,"Zwolle","VVV-Venlo",2,1
"3637",2021-03-21,"Vitesse","Willem II",0,0
"3638",2021-03-21,"AZ Alkmaar","PSV Eindhoven",2,0
"3639",2021-03-21,"Heracles Almelo","Sparta R'dam",1,1
"3640",2021-03-21,"Ajax","ADO Den Haag",5,0
"3641",2021-04-03,"VVV-Venlo","Groningen",0,1
"3642",2021-04-03,"Willem II","AZ Alkmaar",0,1
"3643",2021-04-03,"Twente","Vitesse",1,2
"3644",2021-04-03,"Sparta R'dam","Zwolle",3,2
"3645",2021-04-04,"Feyenoord","Fortuna Sittard",2,0
"3646",2021-04-04,"ADO Den Haag","Utrecht",1,4
"3647",2021-04-04,"PSV Eindhoven","Heracles Almelo",3,0
"3648",2021-04-04,"Emmen","RKC Waalwijk",3,1
"3649",2021-04-04,"Heerenveen","Ajax",1,2
"3650",2021-04-09,"Vitesse","ADO Den Haag",0,0
"3651",2021-04-10,"Heracles Almelo","Willem II",4,0
"3652",2021-04-10,"AZ Alkmaar","Sparta R'dam",2,0
"3653",2021-04-10,"Fortuna Sittard","Emmen",1,3
"3654",2021-04-10,"Zwolle","Twente",1,0
"3655",2021-04-11,"Utrecht","Feyenoord",1,2
"3656",2021-04-11,"Groningen","Heerenveen",0,2
"3657",2021-04-11,"VVV-Venlo","PSV Eindhoven",0,2
"3658",2021-04-11,"RKC Waalwijk","Ajax",0,1
"3659",2020-09-25,"Twente","Groningen",3,1
"3660",2020-09-26,"Zwolle","Sparta R'dam",4,0
"3661",2020-09-26,"Fortuna Sittard","AZ Alkmaar",3,3
"3662",2020-09-26,"Heerenveen","VVV-Venlo",1,0
"3663",2020-09-26,"Ajax","Vitesse",2,1
"3664",2020-09-27,"Feyenoord","ADO Den Haag",4,2
"3665",2020-09-27,"Utrecht","RKC Waalwijk",3,1
"3666",2020-09-27,"Heracles Almelo","PSV Eindhoven",1,1
"3667",2020-09-27,"Emmen","Willem II",1,1
"3668",2021-04-23,"Willem II","RKC Waalwijk",1,0
"3669",2021-04-24,"Heerenveen","Zwolle",0,2
"3670",2021-04-24,"PSV Eindhoven","Groningen",1,0
"3671",2021-04-24,"Sparta R'dam","VVV-Venlo",2,0
"3672",2021-04-25,"Emmen","Heracles Almelo",3,1
"3673",2021-04-25,"ADO Den Haag","Fortuna Sittard",0,3
"3674",2021-04-25,"Ajax","AZ Alkmaar",2,0
"3675",2021-04-25,"Feyenoord","Vitesse",0,0
"3676",2021-04-25,"Twente","Utrecht",1,2
"3677",2021-05-01,"Heracles Almelo","VVV-Venlo",4,0
"3678",2021-05-01,"Fortuna Sittard","Twente",3,0
"3679",2021-05-01,"Vitesse","Zwolle",2,1
"3680",2021-05-01,"RKC Waalwijk","AZ Alkmaar",1,3
"3681",2021-05-01,"Utrecht","Willem II",3,2
"3682",2021-05-02,"ADO Den Haag","Feyenoord",3,2
"3683",2021-05-02,"Ajax","Emmen",4,0
"3684",2021-05-02,"Groningen","Sparta R'dam",1,2
"3685",2021-05-02,"PSV Eindhoven","Heerenveen",2,2
"3686",2021-05-07,"Sparta R'dam","Vitesse",3,0
"3687",2021-05-08,"Twente","Heracles Almelo",1,1
"3688",2021-05-08,"Heerenveen","Utrecht",0,0
"3689",2021-05-08,"AZ Alkmaar","Fortuna Sittard",1,0
"3690",2021-05-08,"VVV-Venlo","RKC Waalwijk",3,3
"3691",2021-05-09,"Emmen","Groningen",0,4
"3692",2021-05-09,"Feyenoord","Ajax",0,3
"3693",2021-05-09,"Zwolle","ADO Den Haag",0,1
"3694",2021-05-09,"Willem II","PSV Eindhoven",0,2
"3695",2021-05-13,"PSV Eindhoven","Zwolle",4,2
"3696",2021-05-13,"RKC Waalwijk","Twente",2,1
"3697",2021-05-13,"Heracles Almelo","Feyenoord",1,1
"3698",2021-05-13,"Fortuna Sittard","Vitesse",3,3
"3699",2021-05-13,"Ajax","VVV-Venlo",3,1
"3700",2021-05-13,"Emmen","Heerenveen",3,1
"3701",2021-05-13,"ADO Den Haag","Willem II",1,4
"3702",2021-05-13,"Sparta R'dam","Utrecht",0,0
"3703",2021-05-13,"Groningen","AZ Alkmaar",0,0
"3704",2021-05-16,"Twente","ADO Den Haag",3,2
"3705",2021-05-16,"Vitesse","Ajax",1,3
"3706",2021-05-16,"Zwolle","Groningen",1,0
"3707",2021-05-16,"VVV-Venlo","Emmen",0,4
"3708",2021-05-16,"Willem II","Fortuna Sittard",2,1
"3709",2021-05-16,"AZ Alkmaar","Heracles Almelo",5,0
"3710",2021-05-16,"Heerenveen","Sparta R'dam",1,2
"3711",2021-05-16,"Utrecht","PSV Eindhoven",1,1
"3712",2021-05-16,"Feyenoord","RKC Waalwijk",3,0
"3713",2020-10-02,"Utrecht","Heerenveen",1,1
"3714",2020-10-03,"Vitesse","Heracles Almelo",3,0
"3715",2020-10-03,"VVV-Venlo","ADO Den Haag",1,2
"3716",2020-10-03,"Twente","Emmen",1,1
"3717",2020-10-04,"Groningen","Ajax",1,0
"3718",2020-10-04,"Sparta R'dam","AZ Alkmaar",4,4
"3719",2020-10-04,"Willem II","Feyenoord",1,4
"3720",2020-10-04,"PSV Eindhoven","Fortuna Sittard",2,0
"3721",2020-10-21,"RKC Waalwijk","Zwolle",1,1
"3722",2020-10-17,"Heracles Almelo","RKC Waalwijk",0,1
"3723",2020-10-17,"AZ Alkmaar","VVV-Venlo",2,2
"3724",2020-10-17,"Willem II","Twente",0,3
"3725",2020-10-18,"Feyenoord","Sparta R'dam",1,1
"3726",2020-10-18,"Ajax","Heerenveen",5,1
"3727",2020-10-18,"ADO Den Haag","Vitesse",0,2
"3728",2020-10-18,"Zwolle","PSV Eindhoven",0,3
"3729",2020-10-18,"Groningen","Utrecht",0,0
"3730",2020-10-18,"Emmen","Fortuna Sittard",2,2
"3731",2020-10-24,"VVV-Venlo","Ajax",0,13
"3732",2020-10-24,"Utrecht","Twente",2,1
"3733",2020-10-24,"Zwolle","Willem II",0,0
"3734",2020-10-24,"Heerenveen","Emmen",4,0
"3735",2020-10-25,"Fortuna Sittard","Groningen",1,3
"3736",2020-10-25,"Vitesse","PSV Eindhoven",2,1
"3737",2020-10-25,"Sparta R'dam","Heracles Almelo",1,1
"3738",2020-10-25,"RKC Waalwijk","Feyenoord",2,2
"3739",2020-10-25,"ADO Den Haag","AZ Alkmaar",2,2
"3740",2020-10-31,"Twente","Zwolle",5,1
"3741",2020-10-31,"Groningen","VVV-Venlo",2,1
"3742",2020-10-31,"Ajax","Fortuna Sittard",5,2
"3743",2020-10-31,"Willem II","Vitesse",1,3
"3744",2020-11-01,"Heracles Almelo","Utrecht",4,1
"3745",2020-11-01,"Emmen","Feyenoord",2,3
"3746",2020-11-01,"Sparta R'dam","Heerenveen",1,4
"3747",2020-11-01,"PSV Eindhoven","ADO Den Haag",4,0
"3748",2020-11-01,"AZ Alkmaar","RKC Waalwijk",3,0
"3749",2020-11-06,"Fortuna Sittard","Zwolle",2,2
"3750",2020-11-07,"ADO Den Haag","Twente",2,4
"3751",2020-11-07,"VVV-Venlo","Heracles Almelo",3,2
"3752",2020-11-07,"RKC Waalwijk","Sparta R'dam",0,2
"3753",2020-11-08,"Utrecht","Ajax",0,3
"3754",2020-11-08,"Vitesse","Emmen",3,1
"3755",2020-11-08,"Feyenoord","Groningen",2,0
"3756",2020-11-08,"Heerenveen","AZ Alkmaar",0,3
"3757",2020-11-08,"PSV Eindhoven","Willem II",3,0
"3758",2020-11-21,"Willem II","VVV-Venlo",2,1
"3759",2020-11-21,"Groningen","Vitesse",1,1
"3760",2020-11-21,"Zwolle","Utrecht",1,1
"3761",2020-11-22,"Ajax","Heracles Almelo",5,0
"3762",2020-11-22,"Sparta R'dam","ADO Den Haag",6,0
"3763",2020-11-22,"Fortuna Sittard","Feyenoord",1,3
"3764",2020-11-22,"RKC Waalwijk","Heerenveen",1,1
"3765",2020-11-22,"Twente","PSV Eindhoven",1,1
"3766",2020-11-22,"AZ Alkmaar","Emmen",1,0
"3767",2021-05-15,"NAC Breda","Volendam",4,1
"3768",2021-05-15,"De Graafschap","Roda JC",2,3
"3769",2021-05-15,"Almere City","NEC Nijmegen",0,4
"3770",2021-05-19,"Utrecht","Groningen",1,0
"3771",2021-05-19,"Feyenoord","Sparta R'dam",2,0
"3772",2021-05-20,"NEC Nijmegen","Roda JC",3,0
"3773",2021-05-20,"Emmen","NAC Breda",1,1
"3774",2021-05-23,"Feyenoord","Utrecht",2,0
"3775",2021-05-23,"NAC Breda","NEC Nijmegen",1,2
"3776",2021-08-13,"Go Ahead Eag","Heerenveen",0,1
"3777",2021-08-14,"RKC Waalwijk","AZ Alkmaar",1,0
"3778",2021-08-14,"Heracles Almelo","PSV Eindhoven",0,2
"3779",2021-08-14,"Fortuna Sittard","Twente",2,1
"3780",2021-08-14,"Ajax","NEC Nijmegen",5,0
"3781",2021-08-15,"Cambuur","Groningen",1,2
"3782",2021-08-15,"Utrecht","Sparta R'dam",4,0
"3783",2021-08-15,"Zwolle","Vitesse",0,1
"3784",2021-08-15,"Willem II","Feyenoord",0,4
"3785",2021-10-22,"Willem II","Fortuna Sittard",1,1
"3786",2021-10-23,"Utrecht","Heerenveen",2,1
"3787",2021-10-23,"Zwolle","Heracles Almelo",1,0
"3788",2021-10-23,"RKC Waalwijk","Sparta R'dam",1,0
"3789",2021-10-24,"Twente","NEC Nijmegen",1,2
"3790",2021-10-24,"Cambuur","Feyenoord",2,3
"3791",2021-10-24,"Vitesse","Go Ahead Eag",1,2
"3792",2021-10-24,"Ajax","PSV Eindhoven",5,0
"3793",2021-10-24,"Groningen","AZ Alkmaar",2,0
"3794",2021-10-30,"PSV Eindhoven","Twente",5,2
"3795",2021-10-30,"Heracles Almelo","Ajax",0,0
"3796",2021-10-30,"Heerenveen","Vitesse",1,2
"3797",2021-10-30,"AZ Alkmaar","Zwolle",3,2
"3798",2021-10-31,"Sparta R'dam","Feyenoord",0,1
"3799",2021-10-31,"NEC Nijmegen","Groningen",3,0
"3800",2021-10-31,"RKC Waalwijk","Cambuur",0,1
"3801",2021-10-31,"Utrecht","Willem II",5,1
"3802",2021-10-31,"Go Ahead Eag","Fortuna Sittard",4,3
"3803",2021-11-05,"Twente","Heracles Almelo",1,0
"3804",2021-11-06,"NEC Nijmegen","Heerenveen",1,1
"3805",2021-11-06,"Willem II","Sparta R'dam",0,3
"3806",2021-11-06,"Zwolle","Cambuur",1,2
"3807",2021-11-07,"Groningen","RKC Waalwijk",1,1
"3808",2021-11-07,"Fortuna Sittard","PSV Eindhoven",1,4
"3809",2021-11-07,"Vitesse","Utrecht",2,1
"3810",2021-11-07,"Feyenoord","AZ Alkmaar",1,0
"3811",2021-11-07,"Ajax","Go Ahead Eag",0,0
"3812",2021-11-20,"PSV Eindhoven","Vitesse",2,0
"3813",2021-11-20,"Sparta R'dam","Twente",0,1
"3814",2021-11-20,"AZ Alkmaar","NEC Nijmegen",1,1
"3815",2021-11-20,"Heracles Almelo","Fortuna Sittard",3,1
"3816",2021-11-21,"Go Ahead Eag","Groningen",0,1
"3817",2021-11-21,"Feyenoord","Zwolle",4,0
"3818",2021-11-21,"Heerenveen","Willem II",2,1
"3819",2021-11-21,"RKC Waalwijk","Ajax",0,5
"3820",2021-11-21,"Cambuur","Utrecht",2,1
"3821",2021-11-26,"NEC Nijmegen","Cambuur",2,3
"3822",2021-11-27,"Fortuna Sittard","Groningen",1,4
"3823",2021-11-27,"Zwolle","RKC Waalwijk",0,0
"3824",2021-11-27,"Willem II","Go Ahead Eag",0,1
"3825",2021-11-28,"Sparta R'dam","Ajax",0,1
"3826",2021-11-28,"Twente","Feyenoord",0,0
"3827",2021-11-28,"Utrecht","Heracles Almelo",1,0
"3828",2021-11-28,"Heerenveen","PSV Eindhoven",1,1
"3829",2021-11-28,"Vitesse","AZ Alkmaar",0,0
"3830",2021-12-02,"Ajax","Willem II",5,0
"3831",2021-12-03,"Groningen","Zwolle",1,1
"3832",2021-12-04,"PSV Eindhoven","Utrecht",4,1
"3833",2021-12-04,"Cambuur","Vitesse",1,6
"3834",2021-12-04,"Heracles Almelo","Heerenveen",0,1
"3835",2021-12-05,"RKC Waalwijk","NEC Nijmegen",2,1
"3836",2021-12-05,"AZ Alkmaar","Sparta R'dam",3,1
"3837",2021-12-05,"Go Ahead Eag","Twente",1,2
"3838",2021-12-05,"Feyenoord","Fortuna Sittard",5,0
"3839",2021-12-10,"Willem II","Cambuur",1,3
"3840",2021-12-11,"Utrecht","Go Ahead Eag",0,0
"3841",2021-12-11,"Heerenveen","Sparta R'dam",0,0
"3842",2021-12-11,"Zwolle","Fortuna Sittard",0,1
"3843",2021-12-12,"Twente","RKC Waalwijk",2,1
"3844",2021-12-12,"Groningen","Feyenoord",1,1
"3845",2021-12-12,"Vitesse","Heracles Almelo",2,1
"3846",2021-12-12,"Ajax","AZ Alkmaar",1,2
"3847",2021-12-12,"NEC Nijmegen","PSV Eindhoven",1,2
"3848",2021-12-18,"Fortuna Sittard","Utrecht",2,2
"3849",2021-12-18,"Sparta R'dam","Vitesse",2,2
"3850",2021-12-18,"Heracles Almelo","Groningen",4,2
"3851",2021-12-18,"AZ Alkmaar","Willem II",4,1
"3852",2021-12-18,"Zwolle","Twente",1,3
"3853",2021-12-19,"Cambuur","Heerenveen",1,2
"3854",2021-12-19,"Go Ahead Eag","NEC Nijmegen",0,2
"3855",2021-12-19,"Feyenoord","Ajax",0,2
"3856",2021-12-19,"RKC Waalwijk","PSV Eindhoven",1,4
"3857",2021-12-21,"Vitesse","Zwolle",1,0
"3858",2021-12-21,"AZ Alkmaar","Groningen",1,0
"3859",2021-12-22,"Heerenveen","Feyenoord",0,3
"3860",2021-12-22,"Willem II","NEC Nijmegen",0,1
"3861",2021-12-22,"Heracles Almelo","Cambuur",1,1
"3862",2021-12-22,"Utrecht","Twente",1,1
"3863",2021-12-22,"Ajax","Fortuna Sittard",5,0
"3864",2021-12-23,"PSV Eindhoven","Go Ahead Eag",2,0
"3865",2021-12-23,"Sparta R'dam","RKC Waalwijk",1,1
"3866",2022-01-14,"Zwolle","Willem II",2,0
"3867",2022-01-15,"NEC Nijmegen","Heracles Almelo",0,0
"3868",2022-01-15,"Twente","Heerenveen",2,0
"3869",2022-01-15,"Feyenoord","Vitesse",0,1
"3870",2022-01-15,"Go Ahead Eag","RKC Waalwijk",0,2
"3871",2022-01-16,"Utrecht","Ajax",0,3
"3872",2022-01-16,"Cambuur","Sparta R'dam",1,1
"3873",2022-01-16,"Groningen","PSV Eindhoven",0,1
"3874",2022-01-16,"Fortuna Sittard","AZ Alkmaar",1,2
"3875",2021-08-20,"NEC Nijmegen","Zwolle",2,0
"3876",2021-08-21,"Heerenveen","RKC Waalwijk",3,2
"3877",2021-08-21,"PSV Eindhoven","Cambuur",4,1
"3878",2021-08-21,"Sparta R'dam","Heracles Almelo",1,1
"3879",2021-08-21,"Groningen","Utrecht",0,0
"3880",2021-08-22,"Twente","Ajax",1,1
"3881",2021-08-22,"Feyenoord","Go Ahead Eag",2,0
"3882",2021-08-22,"Vitesse","Willem II",0,3
"3883",2021-12-02,"AZ Alkmaar","Fortuna Sittard",2,1
"3884",2022-01-22,"Vitesse","Groningen",1,3
"3885",2022-01-22,"AZ Alkmaar","Cambuur",0,0
"3886",2022-01-22,"Heerenveen","Zwolle",0,1
"3887",2022-01-22,"Willem II","Twente",0,1
"3888",2022-01-23,"NEC Nijmegen","Feyenoord",1,4
"3889",2022-01-23,"PSV Eindhoven","Ajax",1,2
"3890",2022-01-23,"Heracles Almelo","Go Ahead Eag",1,1
"3891",2022-01-23,"Sparta R'dam","Utrecht",0,3
"3892",2022-01-23,"RKC Waalwijk","Fortuna Sittard",2,1
"3893",2022-02-05,"Utrecht","Cambuur",3,2
"3894",2022-02-05,"Fortuna Sittard","Heerenveen",2,0
"3895",2022-02-05,"Zwolle","NEC Nijmegen",1,1
"3896",2022-02-05,"PSV Eindhoven","AZ Alkmaar",1,2
"3897",2022-02-05,"Twente","Vitesse",3,0
"3898",2022-02-06,"Feyenoord","Sparta R'dam",4,0
"3899",2022-02-06,"Willem II","RKC Waalwijk",3,1
"3900",2022-02-06,"Groningen","Go Ahead Eag",2,1
"3901",2022-02-06,"Ajax","Heracles Almelo",3,0
"3902",2022-02-11,"Heracles Almelo","Utrecht",1,0
"3903",2022-02-12,"Groningen","Fortuna Sittard",0,1
"3904",2022-02-12,"Cambuur","Zwolle",3,4
"3905",2022-02-12,"Vitesse","PSV Eindhoven",0,5
"3906",2022-02-13,"Sparta R'dam","Willem II",1,0
"3907",2022-02-13,"Go Ahead Eag","AZ Alkmaar",1,4
"3908",2022-02-13,"RKC Waalwijk","Feyenoord",0,2
"3909",2022-02-13,"Heerenveen","NEC Nijmegen",0,1
"3910",2022-02-13,"Ajax","Twente",5,0
"3911",2022-02-19,"NEC Nijmegen","RKC Waalwijk",1,1
"3912",2022-02-19,"Willem II","Ajax",0,1
"3913",2022-02-19,"AZ Alkmaar","Heracles Almelo",2,1
"3914",2022-02-20,"Zwolle","Groningen",1,1
"3915",2022-02-20,"Twente","Go Ahead Eag",2,2
"3916",2022-02-20,"Feyenoord","Cambuur",3,1
"3917",2022-02-20,"PSV Eindhoven","Heerenveen",3,1
"3918",2022-02-20,"Utrecht","Vitesse",1,1
"3919",2022-04-16,"Fortuna Sittard","Sparta R'dam",3,0
"3920",2022-02-25,"RKC Waalwijk","Twente",1,2
"3921",2022-02-26,"Heracles Almelo","Zwolle",2,0
"3922",2022-02-26,"Groningen","Willem II",1,0
"3923",2022-02-26,"Cambuur","Fortuna Sittard",2,1
"3924",2022-02-27,"AZ Alkmaar","Feyenoord",2,1
"3925",2022-02-27,"Vitesse","NEC Nijmegen",4,1
"3926",2022-02-27,"Sparta R'dam","PSV Eindhoven",1,2
"3927",2022-02-27,"Go Ahead Eag","Ajax",2,1
"3928",2022-02-27,"Heerenveen","Utrecht",1,2
"3929",2022-03-05,"Willem II","Heerenveen",0,0
"3930",2022-03-05,"Go Ahead Eag","Utrecht",1,1
"3931",2022-03-05,"Feyenoord","Groningen",1,1
"3932",2022-03-06,"PSV Eindhoven","Heracles Almelo",3,1
"3933",2022-03-06,"Twente","Cambuur",1,0
"3934",2022-03-06,"NEC Nijmegen","AZ Alkmaar",1,3
"3935",2022-03-06,"Ajax","RKC Waalwijk",3,2
"3936",2022-03-06,"Fortuna Sittard","Zwolle",0,1
"3937",2022-04-19,"Vitesse","Sparta R'dam",0,1
"3938",2022-03-11,"Cambuur","Ajax",2,3
"3939",2022-03-12,"Sparta R'dam","Go Ahead Eag",1,0
"3940",2022-03-12,"Groningen","NEC Nijmegen",4,3
"3941",2022-03-12,"RKC Waalwijk","Heerenveen",0,0
"3942",2022-03-13,"Fortuna Sittard","Willem II",1,0
"3943",2022-03-13,"Heracles Almelo","Vitesse",0,0
"3944",2022-03-13,"Utrecht","PSV Eindhoven",0,1
"3945",2022-03-13,"Zwolle","Feyenoord",1,2
"3946",2022-03-13,"AZ Alkmaar","Twente",0,1
"3947",2022-03-18,"Heerenveen","Heracles Almelo",2,0
"3948",2022-03-19,"Go Ahead Eag","Cambuur",3,0
"3949",2022-03-19,"Twente","Zwolle",1,0
"3950",2022-03-19,"NEC Nijmegen","Sparta R'dam",0,0
"3951",2022-03-20,"Utrecht","Groningen",1,3
"3952",2022-03-20,"Ajax","Feyenoord",3,2
"3953",2022-03-20,"Vitesse","RKC Waalwijk",1,2
"3954",2022-03-20,"PSV Eindhoven","Fortuna Sittard",5,0
"3955",2022-03-20,"Willem II","AZ Alkmaar",2,2
"3956",2022-04-02,"Groningen","Ajax",1,3
"3957",2022-04-02,"Twente","PSV Eindhoven",3,3
"3958",2022-04-02,"AZ Alkmaar","Vitesse",3,1
"3959",2022-04-02,"RKC Waalwijk","Utrecht",1,1
"3960",2022-04-02,"Feyenoord","Willem II",2,0
"3961",2022-04-03,"Zwolle","Go Ahead Eag",0,1
"3962",2022-04-03,"Fortuna Sittard","Heracles Almelo",0,2
"3963",2022-04-03,"Sparta R'dam","Heerenveen",1,1
"3964",2022-04-03,"Cambuur","NEC Nijmegen",1,2
"3965",2022-04-08,"Go Ahead Eag","Willem II",4,0
"3966",2022-04-09,"Utrecht","Fortuna Sittard",1,1
"3967",2022-04-09,"Ajax","Sparta R'dam",2,1
"3968",2022-04-09,"NEC Nijmegen","Twente",0,2
"3969",2022-04-10,"Heerenveen","Groningen",3,1
"3970",2022-04-10,"Vitesse","Cambuur",1,0
"3971",2022-04-10,"PSV Eindhoven","RKC Waalwijk",2,0
"3972",2022-04-10,"Heracles Almelo","Feyenoord",1,4
"3973",2022-04-10,"Zwolle","AZ Alkmaar",2,1
"3974",2021-08-27,"Fortuna Sittard","RKC Waalwijk",2,2
"3975",2021-08-28,"Cambuur","Twente",2,0
"3976",2021-08-28,"Go Ahead Eag","Sparta R'dam",2,0
"3977",2021-08-28,"PSV Eindhoven","Groningen",5,2
"3978",2021-08-28,"Willem II","Zwolle",1,0
"3979",2021-08-29,"Utrecht","Feyenoord",3,1
"3980",2021-08-29,"Ajax","Vitesse",5,0
"3981",2021-08-29,"Heracles Almelo","NEC Nijmegen",0,1
"3982",2021-08-29,"Heerenveen","AZ Alkmaar",1,3
"3983",2022-04-22,"Twente","Sparta R'dam",2,0
"3984",2022-04-23,"NEC Nijmegen","Ajax",0,1
"3985",2022-04-23,"AZ Alkmaar","Heerenveen",2,1
"3986",2022-04-23,"RKC Waalwijk","Zwolle",0,2
"3987",2022-04-23,"Cambuur","PSV Eindhoven",1,2
"3988",2022-04-24,"Willem II","Vitesse",1,0
"3989",2022-04-24,"Groningen","Heracles Almelo",0,1
"3990",2022-04-24,"Feyenoord","Utrecht",2,1
"3991",2022-04-24,"Fortuna Sittard","Go Ahead Eag",1,0
"3992",2022-04-29,"Utrecht","NEC Nijmegen",1,0
"3993",2022-04-30,"Ajax","Zwolle",3,0
"3994",2022-04-30,"Heracles Almelo","Twente",1,1
"3995",2022-04-30,"Sparta R'dam","AZ Alkmaar",1,1
"3996",2022-05-01,"Heerenveen","Cambuur",3,3
"3997",2022-05-01,"Go Ahead Eag","Vitesse",1,2
"3998",2022-05-01,"PSV Eindhoven","Willem II",4,2
"3999",2022-05-01,"Fortuna Sittard","Feyenoord",1,3
"4000",2022-05-01,"RKC Waalwijk","Groningen",3,1
"4001",2022-05-06,"Cambuur","RKC Waalwijk",1,1
"4002",2022-05-07,"Twente","Fortuna Sittard",1,2
"4003",2022-05-07,"Willem II","Heracles Almelo",2,0
"4004",2022-05-07,"Zwolle","Utrecht",1,1
"4005",2022-05-07,"Groningen","Sparta R'dam",1,2
"4006",2022-05-08,"NEC Nijmegen","Go Ahead Eag",1,0
"4007",2022-05-08,"Vitesse","Heerenveen",1,2
"4008",2022-05-08,"AZ Alkmaar","Ajax",2,2
"4009",2022-05-08,"Feyenoord","PSV Eindhoven",2,2
"4010",2022-05-11,"PSV Eindhoven","NEC Nijmegen",3,2
"4011",2022-05-11,"Twente","Groningen",3,0
"4012",2022-05-11,"Go Ahead Eag","Feyenoord",0,1
"4013",2022-05-11,"Utrecht","AZ Alkmaar",2,2
"4014",2022-05-11,"Cambuur","Willem II",1,1
"4015",2022-05-11,"Fortuna Sittard","Vitesse",1,2
"4016",2022-05-11,"Sparta R'dam","Zwolle",2,0
"4017",2022-05-11,"Ajax","Heerenveen",5,0
"4018",2022-05-11,"RKC Waalwijk","Heracles Almelo",2,0
"4019",2022-05-15,"Willem II","Utrecht",3,0
"4020",2022-05-15,"Heerenveen","Go Ahead Eag",3,1
"4021",2022-05-15,"Groningen","Cambuur",2,3
"4022",2022-05-15,"Heracles Almelo","Sparta R'dam",1,3
"4023",2022-05-15,"AZ Alkmaar","RKC Waalwijk",1,3
"4024",2022-05-15,"Vitesse","Ajax",2,2
"4025",2022-05-15,"Zwolle","PSV Eindhoven",1,2
"4026",2022-05-15,"Feyenoord","Twente",1,2
"4027",2022-05-15,"NEC Nijmegen","Fortuna Sittard",0,1
"4028",2021-09-11,"Twente","Utrecht",1,0
"4029",2021-09-11,"Cambuur","Go Ahead Eag",5,2
"4030",2021-09-11,"Zwolle","Ajax",0,2
"4031",2021-09-11,"AZ Alkmaar","PSV Eindhoven",0,3
"4032",2021-09-12,"NEC Nijmegen","Willem II",0,0
"4033",2021-09-12,"Groningen","Heerenveen",1,1
"4034",2021-09-12,"Sparta R'dam","Fortuna Sittard",3,1
"4035",2021-09-12,"RKC Waalwijk","Vitesse",1,2
"4036",2021-12-01,"Feyenoord","Heracles Almelo",2,1
"4037",2021-09-17,"Sparta R'dam","NEC Nijmegen",1,1
"4038",2021-09-18,"Heerenveen","Fortuna Sittard",1,0
"4039",2021-09-18,"Willem II","Groningen",2,1
"4040",2021-09-18,"Ajax","Cambuur",9,0
"4041",2021-09-18,"Utrecht","RKC Waalwijk",2,2
"4042",2021-09-19,"Go Ahead Eag","Zwolle",1,0
"4043",2021-09-19,"PSV Eindhoven","Feyenoord",0,4
"4044",2021-09-19,"Vitesse","Twente",1,4
"4045",2021-09-19,"Heracles Almelo","AZ Alkmaar",3,2
"4046",2021-09-21,"Fortuna Sittard","Ajax",0,5
"4047",2021-09-21,"RKC Waalwijk","Willem II",1,2
"4048",2021-09-22,"NEC Nijmegen","Utrecht",0,3
"4049",2021-09-22,"Go Ahead Eag","PSV Eindhoven",1,2
"4050",2021-09-22,"Groningen","Vitesse",0,1
"4051",2021-09-22,"Zwolle","Sparta R'dam",1,1
"4052",2021-09-22,"Feyenoord","Heerenveen",3,1
"4053",2021-09-23,"Cambuur","Heracles Almelo",2,1
