"","Date","Home","Away","HomeGoals","AwayGoals"
"2104",2015-09-12,"De Graafschap","AZ Alkmaar",1,3
"2105",2015-09-12,"Roda JC","NEC Nijmegen",0,0
"2106",2015-09-12,"Twente","Ajax",2,2
"2107",2015-09-12,"Zwolle","Excelsior",3,0
"2108",2015-09-12,"Cambuur","PSV Eindhoven",0,6
"2109",2015-09-13,"Groningen","Heerenveen",3,1
"2110",2015-09-13,"ADO Den Haag","Heracles Almelo",0,1
"2111",2015-09-13,"Feyenoord","Willem II",1,0
"2112",2015-09-13,"Utrecht","Vitesse",2,1
"2113",2015-09-18,"NEC Nijmegen","Heerenveen",2,0
"2114",2015-09-19,"Cambuur","Twente",0,0
"2115",2015-09-19,"Heracles Almelo","PSV Eindhoven",2,1
"2116",2015-09-19,"Zwolle","ADO Den Haag",2,1
"2117",2015-09-19,"Willem II","Utrecht",3,1
"2118",2015-09-20,"Roda JC","Feyenoord",1,1
"2119",2015-09-20,"Excelsior","Ajax",0,2
"2120",2015-09-20,"Groningen","AZ Alkmaar",2,0
"2121",2015-09-20,"Vitesse","De Graafschap",3,0
"2122",2015-09-26,"Utrecht","Cambuur",3,3
"2123",2015-09-26,"Heerenveen","Vitesse",0,0
"2124",2015-09-26,"Ajax","Groningen",2,0
"2125",2015-09-26,"AZ Alkmaar","Heracles Almelo",3,1
"2126",2015-09-26,"PSV Eindhoven","NEC Nijmegen",2,1
"2127",2015-09-27,"De Graafschap","Willem II",2,2
"2128",2015-09-27,"ADO Den Haag","Excelsior",3,3
"2129",2015-09-27,"Feyenoord","Zwolle",2,0
"2130",2015-09-27,"Twente","Roda JC",2,1
"2131",2015-10-02,"Heracles Almelo","Heerenveen",2,0
"2132",2015-10-03,"NEC Nijmegen","ADO Den Haag",4,1
"2133",2015-10-03,"Roda JC","Cambuur",1,1
"2134",2015-10-03,"Willem II","Zwolle",0,1
"2135",2015-10-03,"Excelsior","Utrecht",1,0
"2136",2015-10-04,"De Graafschap","Feyenoord",1,2
"2137",2015-10-04,"Vitesse","Groningen",5,0
"2138",2015-10-04,"Ajax","PSV Eindhoven",1,2
"2139",2015-10-04,"AZ Alkmaar","Twente",3,1
"2140",2015-10-17,"Cambuur","AZ Alkmaar",1,1
"2141",2015-10-17,"Groningen","Willem II",2,1
"2142",2015-10-17,"Heracles Almelo","Ajax",0,2
"2143",2015-10-17,"PSV Eindhoven","Excelsior",1,1
"2144",2015-10-17,"Utrecht","Roda JC",1,1
"2145",2015-10-18,"Twente","NEC Nijmegen",1,0
"2146",2015-10-18,"Heerenveen","Feyenoord",2,5
"2147",2015-10-18,"ADO Den Haag","De Graafschap",1,1
"2148",2015-10-18,"Zwolle","Vitesse",1,5
"2149",2016-05-02,"Almere City","Emmen",4,1
"2150",2016-05-02,"MVV Maastricht","Volendam",2,1
"2151",2016-05-06,"Emmen","Almere City",1,4
"2152",2016-05-06,"Volendam","MVV Maastricht",1,2
"2153",2016-05-12,"Groningen","Heracles Almelo",2,1
"2154",2016-05-12,"Zwolle","Utrecht",0,0
"2155",2016-05-13,"MVV Maastricht","De Graafschap",0,1
"2156",2016-05-13,"Go Ahead Eag","VVV-Venlo",1,0
"2157",2016-05-13,"FC Eindhoven","NAC Breda",1,0
"2158",2016-05-13,"Almere City","Willem II",0,1
"2159",2016-05-15,"Heracles Almelo","Groningen",5,1
"2160",2016-05-15,"Utrecht","Zwolle",5,2
"2161",2016-05-16,"De Graafschap","MVV Maastricht",2,1
"2162",2016-05-16,"VVV-Venlo","Go Ahead Eag",2,2
"2163",2016-05-16,"NAC Breda","FC Eindhoven",2,0
"2164",2016-05-16,"Willem II","Almere City",5,2
"2165",2016-05-19,"NAC Breda","Willem II",2,1
"2166",2016-05-19,"Go Ahead Eag","De Graafschap",4,1
"2167",2016-05-19,"Heracles Almelo","Utrecht",1,1
"2168",2016-05-22,"De Graafschap","Go Ahead Eag",1,1
"2169",2016-05-22,"Utrecht","Heracles Almelo",0,2
"2170",2016-05-22,"Willem II","NAC Breda",3,1
"2171",2016-08-05,"NEC Nijmegen","Zwolle",1,1
"2172",2016-08-06,"ADO Den Haag","Go Ahead Eag",3,0
"2173",2016-08-06,"Utrecht","PSV Eindhoven",1,2
"2174",2016-08-06,"Twente","Excelsior",1,2
"2175",2016-08-06,"Willem II","Vitesse",1,4
"2176",2016-08-07,"Groningen","Feyenoord",0,5
"2177",2016-08-07,"Sparta R'dam","Ajax",1,3
"2178",2016-08-07,"AZ Alkmaar","Heerenveen",2,2
"2179",2016-08-07,"Roda JC","Heracles Almelo",1,1
"2180",2016-10-21,"Excelsior","Zwolle",0,2
"2181",2016-10-22,"Go Ahead Eag","Twente",0,2
"2182",2016-10-22,"PSV Eindhoven","Sparta R'dam",1,0
"2183",2016-10-22,"Roda JC","ADO Den Haag",1,1
"2184",2016-10-22,"Willem II","Utrecht",0,1
"2185",2016-10-23,"NEC Nijmegen","Vitesse",1,1
"2186",2016-10-23,"Groningen","AZ Alkmaar",2,0
"2187",2016-10-23,"Feyenoord","Ajax",1,1
"2188",2016-10-23,"Heerenveen","Heracles Almelo",3,1
"2189",2016-10-28,"Twente","Roda JC",0,0
"2190",2016-10-29,"Willem II","Groningen",2,1
"2191",2016-10-29,"Vitesse","PSV Eindhoven",0,2
"2192",2016-10-29,"Heracles Almelo","Sparta R'dam",2,2
"2193",2016-10-29,"Ajax","Excelsior",1,0
"2194",2016-10-30,"Zwolle","Go Ahead Eag",3,1
"2195",2016-10-30,"Utrecht","NEC Nijmegen",1,1
"2196",2016-10-30,"Feyenoord","Heerenveen",2,2
"2197",2016-10-30,"ADO Den Haag","AZ Alkmaar",0,1
"2198",2016-11-04,"Sparta R'dam","Heerenveen",3,1
"2199",2016-11-05,"ADO Den Haag","Willem II",1,0
"2200",2016-11-05,"NEC Nijmegen","Groningen",1,1
"2201",2016-11-05,"PSV Eindhoven","Twente",1,1
"2202",2016-11-05,"Zwolle","Roda JC",0,0
"2203",2016-11-06,"Utrecht","Excelsior",2,1
"2204",2016-11-06,"Vitesse","Heracles Almelo",1,2
"2205",2016-11-06,"AZ Alkmaar","Ajax",2,2
"2206",2016-11-06,"Go Ahead Eag","Feyenoord",1,0
"2207",2016-11-19,"Heerenveen","Vitesse",1,1
"2208",2016-11-19,"Heracles Almelo","Go Ahead Eag",2,1
"2209",2016-11-19,"Willem II","PSV Eindhoven",0,0
"2210",2016-11-19,"Excelsior","Sparta R'dam",3,2
"2211",2016-11-19,"Groningen","ADO Den Haag",2,1
"2212",2016-11-20,"Roda JC","AZ Alkmaar",1,1
"2213",2016-11-20,"Ajax","NEC Nijmegen",5,0
"2214",2016-11-20,"Twente","Utrecht",1,1
"2215",2016-11-20,"Feyenoord","Zwolle",3,0
"2216",2016-11-25,"Go Ahead Eag","Willem II",0,1
"2217",2016-11-26,"Vitesse","Excelsior",2,2
"2218",2016-11-26,"Zwolle","Groningen",0,4
"2219",2016-11-26,"PSV Eindhoven","ADO Den Haag",3,1
"2220",2016-11-26,"NEC Nijmegen","Twente",3,2
"2221",2016-11-27,"Sparta R'dam","Roda JC",2,2
"2222",2016-11-27,"Heerenveen","Ajax",0,1
"2223",2016-11-27,"AZ Alkmaar","Heracles Almelo",5,1
"2224",2016-11-27,"Utrecht","Feyenoord",3,3
"2225",2016-12-02,"Heracles Almelo","NEC Nijmegen",2,0
"2226",2016-12-03,"Go Ahead Eag","Heerenveen",1,3
"2227",2016-12-03,"Excelsior","AZ Alkmaar",3,3
"2228",2016-12-03,"Roda JC","PSV Eindhoven",0,0
"2229",2016-12-03,"Vitesse","Zwolle",3,1
"2230",2016-12-04,"ADO Den Haag","Utrecht",0,2
"2231",2016-12-04,"Feyenoord","Sparta R'dam",6,1
"2232",2016-12-04,"Willem II","Twente",0,0
"2233",2016-12-04,"Ajax","Groningen",2,0
"2234",2016-12-09,"Groningen","Roda JC",2,0
"2235",2016-12-10,"NEC Nijmegen","ADO Den Haag",3,0
"2236",2016-12-10,"PSV Eindhoven","Go Ahead Eag",1,0
"2237",2016-12-10,"Heerenveen","Excelsior",2,1
"2238",2016-12-10,"Zwolle","Willem II",0,0
"2239",2016-12-11,"Sparta R'dam","Vitesse",0,1
"2240",2016-12-11,"Utrecht","Heracles Almelo",2,0
"2241",2016-12-11,"AZ Alkmaar","Feyenoord",0,4
"2242",2016-12-11,"Twente","Ajax",1,0
"2243",2016-12-16,"Willem II","Heerenveen",2,1
"2244",2016-12-17,"Roda JC","Utrecht",0,0
"2245",2016-12-17,"Feyenoord","Vitesse",3,1
"2246",2016-12-17,"Twente","AZ Alkmaar",1,2
"2247",2016-12-18,"Excelsior","NEC Nijmegen",2,2
"2248",2016-12-18,"Heracles Almelo","Zwolle",3,0
"2249",2016-12-18,"Groningen","Go Ahead Eag",1,1
"2250",2016-12-18,"ADO Den Haag","Sparta R'dam",1,0
"2251",2016-12-18,"Ajax","PSV Eindhoven",1,1
"2252",2017-01-13,"Go Ahead Eag","AZ Alkmaar",1,3
"2253",2017-01-14,"Heerenveen","ADO Den Haag",2,0
"2254",2017-01-14,"PSV Eindhoven","Excelsior",2,0
"2255",2017-01-14,"Heracles Almelo","Groningen",1,4
"2256",2017-01-14,"Sparta R'dam","Utrecht",1,2
"2257",2017-01-15,"Roda JC","Feyenoord",0,2
"2258",2017-01-15,"Vitesse","Twente",3,1
"2259",2017-01-15,"Zwolle","Ajax",1,3
"2260",2017-01-15,"Willem II","NEC Nijmegen",0,1
"2261",2017-01-20,"Twente","Heracles Almelo",1,0
"2262",2017-01-21,"AZ Alkmaar","Sparta R'dam",1,1
"2263",2017-01-21,"ADO Den Haag","Zwolle",1,2
"2264",2017-01-21,"Feyenoord","Willem II",1,0
"2265",2017-01-21,"Groningen","Vitesse",1,1
"2266",2017-01-22,"Utrecht","Ajax",0,1
"2267",2017-01-22,"Excelsior","Go Ahead Eag",1,1
"2268",2017-01-22,"NEC Nijmegen","Roda JC",2,0
"2269",2017-01-22,"PSV Eindhoven","Heerenveen",4,3
"2270",2016-08-12,"Heerenveen","Utrecht",2,2
"2271",2016-08-13,"Excelsior","Groningen",2,0
"2272",2016-08-13,"Ajax","Roda JC",2,2
"2273",2016-08-13,"Vitesse","ADO Den Haag",1,2
"2274",2016-08-13,"Zwolle","Sparta R'dam",0,3
"2275",2016-08-14,"Heracles Almelo","Willem II",3,1
"2276",2016-08-14,"Feyenoord","Twente",2,0
"2277",2016-08-14,"Go Ahead Eag","NEC Nijmegen",2,2
"2278",2016-08-14,"PSV Eindhoven","AZ Alkmaar",1,0
"2279",2017-01-27,"Willem II","Sparta R'dam",3,2
"2280",2017-01-28,"Go Ahead Eag","Utrecht",0,1
"2281",2017-01-28,"Heracles Almelo","PSV Eindhoven",1,2
"2282",2017-01-28,"Roda JC","Excelsior",4,0
"2283",2017-01-29,"Heerenveen","Groningen",0,0
"2284",2017-01-29,"Vitesse","AZ Alkmaar",2,1
"2285",2017-01-29,"Ajax","ADO Den Haag",3,0
"2286",2017-01-29,"Zwolle","Twente",1,2
"2287",2017-01-29,"Feyenoord","NEC Nijmegen",4,0
"2288",2017-02-03,"ADO Den Haag","Vitesse",0,2
"2289",2017-02-04,"NEC Nijmegen","Go Ahead Eag",1,2
"2290",2017-02-04,"Willem II","Heracles Almelo",1,3
"2291",2017-02-04,"AZ Alkmaar","PSV Eindhoven",2,4
"2292",2017-02-04,"Groningen","Excelsior",1,1
"2293",2017-02-05,"Roda JC","Ajax",0,2
"2294",2017-02-05,"Twente","Feyenoord",0,2
"2295",2017-02-05,"Sparta R'dam","Zwolle",2,3
"2296",2017-02-05,"Utrecht","Heerenveen",1,0
"2297",2017-02-10,"Zwolle","NEC Nijmegen",2,0
"2298",2017-02-11,"Heracles Almelo","Roda JC",2,2
"2299",2017-02-11,"Feyenoord","Groningen",2,0
"2300",2017-02-11,"Go Ahead Eag","ADO Den Haag",3,1
"2301",2017-02-11,"Vitesse","Willem II",0,2
"2302",2017-02-12,"Excelsior","Twente",1,1
"2303",2017-02-12,"Ajax","Sparta R'dam",2,0
"2304",2017-02-12,"Heerenveen","AZ Alkmaar",1,2
"2305",2017-02-12,"PSV Eindhoven","Utrecht",3,0
"2306",2017-02-17,"Roda JC","Go Ahead Eag",1,0
"2307",2017-02-18,"Twente","Heerenveen",1,0
"2308",2017-02-18,"Heracles Almelo","Excelsior",4,0
"2309",2017-02-18,"PSV Eindhoven","NEC Nijmegen",3,1
"2310",2017-02-18,"Utrecht","Zwolle",3,1
"2311",2017-02-19,"Willem II","AZ Alkmaar",1,1
"2312",2017-02-19,"Sparta R'dam","Groningen",2,2
"2313",2017-02-19,"Vitesse","Ajax",0,1
"2314",2017-02-19,"ADO Den Haag","Feyenoord",0,1
"2315",2017-02-24,"ADO Den Haag","Twente",1,1
"2316",2017-02-25,"Groningen","Utrecht",2,3
"2317",2017-02-25,"NEC Nijmegen","Sparta R'dam",0,1
"2318",2017-02-25,"Excelsior","Willem II",0,2
"2319",2017-02-25,"Heerenveen","Roda JC",3,0
"2320",2017-02-26,"Go Ahead Eag","Vitesse",1,3
"2321",2017-02-26,"AZ Alkmaar","Zwolle",1,1
"2322",2017-02-26,"Feyenoord","PSV Eindhoven",2,1
"2323",2017-02-26,"Ajax","Heracles Almelo",4,1
"2324",2017-03-03,"Heerenveen","Go Ahead Eag",2,2
"2325",2017-03-04,"Twente","Willem II",2,1
"2326",2017-03-04,"PSV Eindhoven","Roda JC",4,0
"2327",2017-03-04,"Zwolle","Vitesse",3,1
"2328",2017-03-05,"AZ Alkmaar","Excelsior",1,1
"2329",2017-03-05,"Sparta R'dam","Feyenoord",1,0
"2330",2017-03-05,"Utrecht","ADO Den Haag",1,1
"2331",2017-03-05,"Groningen","Ajax",1,1
"2332",2017-03-05,"NEC Nijmegen","Heracles Almelo",3,1
"2333",2017-03-10,"Vitesse","Sparta R'dam",5,0
"2334",2017-03-11,"ADO Den Haag","NEC Nijmegen",1,0
"2335",2017-03-11,"Heracles Almelo","Utrecht",2,1
"2336",2017-03-11,"Go Ahead Eag","PSV Eindhoven",1,3
"2337",2017-03-11,"Excelsior","Heerenveen",4,1
"2338",2017-03-12,"Willem II","Zwolle",2,0
"2339",2017-03-12,"Feyenoord","AZ Alkmaar",5,2
"2340",2017-03-12,"Roda JC","Groningen",3,1
"2341",2017-03-12,"Ajax","Twente",3,0
"2342",2017-03-17,"Roda JC","Twente",0,3
"2343",2017-03-18,"Groningen","Willem II",1,1
"2344",2017-03-18,"PSV Eindhoven","Vitesse",1,0
"2345",2017-03-18,"NEC Nijmegen","Utrecht",0,3
"2346",2017-03-18,"Sparta R'dam","Heracles Almelo",3,1
"2347",2017-03-19,"Heerenveen","Feyenoord",1,2
"2348",2017-03-19,"Excelsior","Ajax",1,1
"2349",2017-03-19,"Go Ahead Eag","Zwolle",1,3
"2350",2017-03-19,"AZ Alkmaar","ADO Den Haag",4,0
"2351",2017-04-01,"Zwolle","Excelsior",1,1
"2352",2017-04-01,"AZ Alkmaar","Groningen",0,0
"2353",2017-04-01,"Sparta R'dam","PSV Eindhoven",0,2
"2354",2017-04-01,"Utrecht","Willem II",2,0
"2355",2017-04-01,"Heracles Almelo","Heerenveen",4,1
"2356",2017-04-02,"Vitesse","NEC Nijmegen",2,1
"2357",2017-04-02,"ADO Den Haag","Roda JC",4,1
"2358",2017-04-02,"Ajax","Feyenoord",2,1
"2359",2017-04-02,"Twente","Go Ahead Eag",1,2
"2360",2017-04-04,"Excelsior","Utrecht",1,3
"2361",2017-04-04,"Heerenveen","Sparta R'dam",3,0
"2362",2017-04-05,"Heracles Almelo","Vitesse",0,1
"2363",2017-04-05,"Groningen","NEC Nijmegen",2,0
"2364",2017-04-05,"Willem II","ADO Den Haag",1,2
"2365",2017-04-05,"Ajax","AZ Alkmaar",4,1
"2366",2017-04-05,"Feyenoord","Go Ahead Eag",8,0
"2367",2017-04-06,"Roda JC","Zwolle",2,1
"2368",2017-04-06,"Twente","PSV Eindhoven",2,2
"2369",2016-08-19,"Excelsior","ADO Den Haag",1,2
"2370",2016-08-20,"Roda JC","Vitesse",0,1
"2371",2016-08-20,"Ajax","Willem II",1,2
"2372",2016-08-20,"Zwolle","PSV Eindhoven",0,4
"2373",2016-08-20,"NEC Nijmegen","Heerenveen",2,1
"2374",2016-08-21,"Groningen","Twente",3,4
"2375",2016-08-21,"Utrecht","AZ Alkmaar",1,2
"2376",2016-08-21,"Sparta R'dam","Go Ahead Eag",1,0
"2377",2016-08-21,"Heracles Almelo","Feyenoord",0,1
"2378",2017-04-07,"Sparta R'dam","Excelsior",2,3
"2379",2017-04-08,"Vitesse","Heerenveen",4,2
"2380",2017-04-08,"ADO Den Haag","Groningen",4,3
"2381",2017-04-08,"NEC Nijmegen","Ajax",1,5
"2382",2017-04-08,"Go Ahead Eag","Heracles Almelo",1,4
"2383",2017-04-09,"AZ Alkmaar","Roda JC",1,1
"2384",2017-04-09,"Utrecht","Twente",3,0
"2385",2017-04-09,"Zwolle","Feyenoord",2,2
"2386",2017-04-09,"PSV Eindhoven","Willem II",5,0
"2387",2017-04-14,"Heracles Almelo","AZ Alkmaar",1,2
"2388",2017-04-15,"Roda JC","Sparta R'dam",3,1
"2389",2017-04-15,"ADO Den Haag","PSV Eindhoven",1,1
"2390",2017-04-15,"Excelsior","Vitesse",1,0
"2391",2017-04-15,"Twente","NEC Nijmegen",3,0
"2392",2017-04-16,"Willem II","Go Ahead Eag",2,0
"2393",2017-04-16,"Groningen","Zwolle",5,1
"2394",2017-04-16,"Feyenoord","Utrecht",2,0
"2395",2017-04-16,"Ajax","Heerenveen",5,1
"2396",2017-04-21,"Heerenveen","Willem II",1,0
"2397",2017-04-22,"NEC Nijmegen","Excelsior",0,1
"2398",2017-04-22,"AZ Alkmaar","Twente",2,1
"2399",2017-04-22,"Zwolle","Heracles Almelo",1,2
"2400",2017-04-22,"Go Ahead Eag","Groningen",2,3
"2401",2017-04-23,"Utrecht","Roda JC",1,0
"2402",2017-04-23,"Vitesse","Feyenoord",0,2
"2403",2017-04-23,"Sparta R'dam","ADO Den Haag",0,1
"2404",2017-04-23,"PSV Eindhoven","Ajax",1,0
"2405",2017-05-07,"Heracles Almelo","ADO Den Haag",4,0
"2406",2017-05-07,"Groningen","PSV Eindhoven",1,1
"2407",2017-05-07,"Excelsior","Feyenoord",3,0
"2408",2017-05-07,"Sparta R'dam","Twente",1,0
"2409",2017-05-07,"NEC Nijmegen","AZ Alkmaar",2,1
"2410",2017-05-07,"Roda JC","Willem II",1,0
"2411",2017-05-07,"Zwolle","Heerenveen",2,1
"2412",2017-05-07,"Ajax","Go Ahead Eag",4,0
"2413",2017-05-07,"Utrecht","Vitesse",1,0
"2414",2017-05-14,"Vitesse","Roda JC",3,0
"2415",2017-05-14,"Twente","Groningen",3,5
"2416",2017-05-14,"Feyenoord","Heracles Almelo",3,1
"2417",2017-05-14,"AZ Alkmaar","Utrecht",2,3
"2418",2017-05-14,"Go Ahead Eag","Sparta R'dam",1,3
"2419",2017-05-14,"ADO Den Haag","Excelsior",4,1
"2420",2017-05-14,"Willem II","Ajax",1,3
"2421",2017-05-14,"PSV Eindhoven","Zwolle",4,1
"2422",2017-05-14,"Heerenveen","NEC Nijmegen",0,2
"2423",2016-08-26,"Vitesse","Utrecht",1,1
"2424",2016-08-27,"Willem II","Roda JC",0,0
"2425",2016-08-27,"Feyenoord","Excelsior",4,1
"2426",2016-08-27,"Heerenveen","Zwolle",1,0
"2427",2016-08-27,"Twente","Sparta R'dam",3,1
"2428",2016-08-28,"PSV Eindhoven","Groningen",0,0
"2429",2016-08-28,"ADO Den Haag","Heracles Almelo",1,1
"2430",2016-08-28,"Go Ahead Eag","Ajax",0,3
"2431",2016-08-28,"AZ Alkmaar","NEC Nijmegen",2,0
"2432",2016-09-10,"Zwolle","Utrecht",1,1
"2433",2016-09-10,"AZ Alkmaar","Willem II",2,0
"2434",2016-09-10,"NEC Nijmegen","PSV Eindhoven",0,4
"2435",2016-09-10,"Excelsior","Heracles Almelo",3,1
"2436",2016-09-10,"Heerenveen","Twente",3,1
"2437",2016-09-11,"Feyenoord","ADO Den Haag",3,1
"2438",2016-09-11,"Go Ahead Eag","Roda JC",2,0
"2439",2016-09-11,"Groningen","Sparta R'dam",1,1
"2440",2016-09-11,"Ajax","Vitesse",1,0
"2441",2016-09-16,"Utrecht","Groningen",1,5
"2442",2016-09-17,"Twente","ADO Den Haag",4,1
"2443",2016-09-17,"Vitesse","Go Ahead Eag",2,0
"2444",2016-09-17,"Roda JC","Heerenveen",0,3
"2445",2016-09-17,"Willem II","Excelsior",1,1
"2446",2016-09-18,"Sparta R'dam","NEC Nijmegen",2,0
"2447",2016-09-18,"Zwolle","AZ Alkmaar",0,2
"2448",2016-09-18,"PSV Eindhoven","Feyenoord",0,1
"2449",2016-09-18,"Heracles Almelo","Ajax",0,2
"2450",2016-09-24,"Groningen","Heracles Almelo",0,0
"2451",2016-09-24,"ADO Den Haag","Heerenveen",0,3
"2452",2016-09-24,"Ajax","Zwolle",5,1
"2453",2016-09-24,"AZ Alkmaar","Go Ahead Eag",2,2
"2454",2016-09-24,"Excelsior","PSV Eindhoven",1,3
"2455",2016-09-25,"NEC Nijmegen","Willem II",0,0
"2456",2016-09-25,"Utrecht","Sparta R'dam",2,0
"2457",2016-09-25,"Twente","Vitesse",2,1
"2458",2016-09-25,"Feyenoord","Roda JC",5,0
"2459",2016-09-30,"Zwolle","ADO Den Haag",2,1
"2460",2016-10-01,"Vitesse","Groningen",2,1
"2461",2016-10-01,"Heerenveen","PSV Eindhoven",1,1
"2462",2016-10-01,"Roda JC","NEC Nijmegen",0,1
"2463",2016-10-01,"Go Ahead Eag","Excelsior",3,0
"2464",2016-10-02,"Ajax","Utrecht",3,2
"2465",2016-10-02,"Heracles Almelo","Twente",1,1
"2466",2016-10-02,"Willem II","Feyenoord",0,2
"2467",2016-10-02,"Sparta R'dam","AZ Alkmaar",1,1
"2468",2016-10-15,"Utrecht","Go Ahead Eag",3,0
"2469",2016-10-15,"Sparta R'dam","Willem II",2,2
"2470",2016-10-15,"PSV Eindhoven","Heracles Almelo",1,1
"2471",2016-10-15,"AZ Alkmaar","Vitesse",2,2
"2472",2016-10-15,"Groningen","Heerenveen",0,3
"2473",2016-10-16,"Twente","Zwolle",2,2
"2474",2016-10-16,"Excelsior","Roda JC",0,1
"2475",2016-10-16,"NEC Nijmegen","Feyenoord",1,2
"2476",2016-10-16,"ADO Den Haag","Ajax",0,2
"2477",2017-05-08,"Helmond Sport","Almere City",4,2
"2478",2017-05-08,"RKC Waalwijk","Emmen",1,5
"2479",2017-05-12,"Emmen","RKC Waalwijk",0,1
"2480",2017-05-12,"Almere City","Helmond Sport",0,2
"2481",2017-05-17,"Heerenveen","Utrecht",1,3
"2482",2017-05-17,"Groningen","AZ Alkmaar",1,4
"2483",2017-05-18,"Helmond Sport","Roda JC",0,1
"2484",2017-05-18,"MVV Maastricht","Cambuur",1,1
"2485",2017-05-18,"Volendam","NAC Breda",2,2
"2486",2017-05-18,"Emmen","NEC Nijmegen",1,3
"2487",2017-05-20,"Utrecht","Heerenveen",2,1
"2488",2017-05-20,"AZ Alkmaar","Groningen",4,1
"2489",2017-05-21,"Roda JC","Helmond Sport",1,1
"2490",2017-05-21,"NAC Breda","Volendam",2,0
"2491",2017-05-21,"Cambuur","MVV Maastricht",1,2
"2492",2017-05-21,"NEC Nijmegen","Emmen",1,0
"2493",2017-05-25,"NAC Breda","NEC Nijmegen",1,0
"2494",2017-05-25,"MVV Maastricht","Roda JC",0,0
"2495",2017-05-25,"AZ Alkmaar","Utrecht",3,0
"2496",2017-05-28,"Utrecht","AZ Alkmaar",3,3
"2497",2017-05-28,"Roda JC","MVV Maastricht",1,0
"2498",2017-05-28,"NEC Nijmegen","NAC Breda",1,4
"2499",2017-08-11,"ADO Den Haag","Utrecht",0,3
"2500",2017-08-12,"PSV Eindhoven","AZ Alkmaar",3,2
"2501",2017-08-12,"VVV-Venlo","Sparta R'dam",3,0
"2502",2017-08-12,"Vitesse","NAC Breda",4,1
"2503",2017-08-12,"Heracles Almelo","Ajax",2,1
"2504",2017-08-13,"Zwolle","Roda JC",4,2
"2505",2017-08-13,"Willem II","Excelsior",1,2
"2506",2017-08-13,"Feyenoord","Twente",2,1
"2507",2017-08-13,"Groningen","Heerenveen",3,3
"2508",2017-10-27,"Twente","Excelsior",1,3
"2509",2017-10-28,"Roda JC","Feyenoord",1,1
"2510",2017-10-28,"Heracles Almelo","VVV-Venlo",3,0
"2511",2017-10-28,"Zwolle","ADO Den Haag",2,0
"2512",2017-10-28,"Willem II","Ajax",1,3
"2513",2017-10-29,"Vitesse","PSV Eindhoven",2,4
"2514",2017-10-29,"Utrecht","NAC Breda",2,2
"2515",2017-10-29,"Sparta R'dam","Groningen",2,1
"2516",2017-10-29,"Heerenveen","AZ Alkmaar",1,2
"2517",2017-11-03,"Sparta R'dam","Heerenveen",0,0
"2518",2017-11-04,"AZ Alkmaar","Willem II",3,2
"2519",2017-11-04,"Heracles Almelo","Groningen",2,1
"2520",2017-11-04,"Excelsior","Roda JC",1,0
"2521",2017-11-04,"VVV-Venlo","NAC Breda",0,0
"2522",2017-11-05,"ADO Den Haag","Feyenoord",2,2
"2523",2017-11-05,"Vitesse","Zwolle",0,0
"2524",2017-11-05,"Ajax","Utrecht",1,2
"2525",2017-11-05,"PSV Eindhoven","Twente",4,3
"2526",2017-11-18,"Feyenoord","VVV-Venlo",1,1
"2527",2017-11-18,"Twente","Heerenveen",0,4
"2528",2017-11-18,"NAC Breda","Ajax",0,8
"2529",2017-11-18,"Willem II","Sparta R'dam",2,2
"2530",2017-11-19,"ADO Den Haag","Heracles Almelo",4,1
"2531",2017-11-19,"Groningen","Vitesse",4,2
"2532",2017-11-19,"Utrecht","Excelsior",3,1
"2533",2017-11-19,"Zwolle","PSV Eindhoven",0,1
"2534",2017-11-19,"Roda JC","AZ Alkmaar",0,1
"2535",2017-11-24,"AZ Alkmaar","Twente",2,0
"2536",2017-11-25,"VVV-Venlo","Willem II",3,3
"2537",2017-11-25,"Heracles Almelo","NAC Breda",2,1
"2538",2017-11-25,"Groningen","Feyenoord",0,2
"2539",2017-11-25,"Heerenveen","Zwolle",1,2
"2540",2017-11-26,"Ajax","Roda JC",5,1
"2541",2017-11-26,"Excelsior","PSV Eindhoven",1,2
"2542",2017-11-26,"Sparta R'dam","Utrecht",1,3
"2543",2017-11-26,"Vitesse","ADO Den Haag",2,0
"2544",2017-12-01,"Zwolle","Utrecht",1,1
"2545",2017-12-02,"ADO Den Haag","Groningen",0,3
"2546",2017-12-02,"Twente","Ajax",3,3
"2547",2017-12-02,"Willem II","Heracles Almelo",3,1
"2548",2017-12-02,"Feyenoord","Vitesse",1,0
"2549",2017-12-03,"VVV-Venlo","AZ Alkmaar",0,2
"2550",2017-12-03,"PSV Eindhoven","Sparta R'dam",1,0
"2551",2017-12-03,"Roda JC","Heerenveen",2,1
"2552",2017-12-03,"NAC Breda","Excelsior",3,1
"2553",2017-12-08,"Willem II","NAC Breda",1,1
"2554",2017-12-09,"Heerenveen","VVV-Venlo",2,2
"2555",2017-12-09,"AZ Alkmaar","Heracles Almelo",5,0
"2556",2017-12-09,"Excelsior","Zwolle",1,2
"2557",2017-12-09,"Twente","ADO Den Haag",2,3
"2558",2017-12-10,"Roda JC","Groningen",2,2
"2559",2017-12-10,"Ajax","PSV Eindhoven",3,0
"2560",2018-01-16,"Sparta R'dam","Vitesse",0,1
"2561",2018-01-24,"Utrecht","Feyenoord",1,1
"2562",2017-12-12,"NAC Breda","Twente",1,2
"2563",2017-12-12,"Zwolle","AZ Alkmaar",1,1
"2564",2017-12-13,"Vitesse","Willem II",2,2
