"","Date","Home","Away","HomeGoals","AwayGoals"
"477",2011-08-20,"LA Galaxy","San Jose",2,0
"478",2011-08-21,"Chicago Fire","Toronto FC",2,0
"479",2011-08-21,"Sporting KC","D.C. United",1,0
"480",2011-08-24,"Portland Timbers","Chivas USA",1,0
"481",2011-08-27,"Chicago Fire","Colorado Rapids",2,0
"482",2011-08-27,"Vancouver","Houston Dynamo",1,0
"483",2011-08-27,"Toronto FC","San Jose",1,1
"484",2011-08-27,"Seattle","Columbus Crew",6,2
"485",2011-08-27,"Chivas USA","Real Salt Lake",0,1
"486",2011-08-27,"Sporting KC","FC Dallas",2,3
"487",2011-09-03,"Real Salt Lake","Philadelphia",2,1
"488",2011-09-05,"Sporting KC","LA Galaxy",2,2
"489",2011-09-07,"Philadelphia","New England",4,4
"490",2011-09-09,"LA Galaxy","Colorado Rapids",1,0
"491",2011-09-10,"Columbus Crew","Toronto FC",2,4
"492",2011-09-10,"Seattle","Real Salt Lake",1,2
"493",2011-09-10,"Chivas USA","D.C. United",0,3
"494",2011-09-10,"Sporting KC","Houston Dynamo",3,0
"495",2011-09-10,"Philadelphia","Portland Timbers",0,0
"496",2011-09-10,"NY Red Bulls","Vancouver",1,1
"497",2011-09-10,"San Jose","Chicago Fire",2,0
"498",2011-09-10,"New England","FC Dallas",2,0
"499",2011-09-14,"Columbus Crew","Houston Dynamo",2,2
"500",2011-09-16,"Portland Timbers","New England",3,0
"501",2011-09-17,"LA Galaxy","Vancouver",3,0
"502",2011-09-17,"Real Salt Lake","Sporting KC",1,0
"503",2011-09-17,"Toronto FC","Colorado Rapids",2,1
"504",2011-09-17,"FC Dallas","NY Red Bulls",0,1
"505",2011-09-17,"Houston Dynamo","San Jose",2,1
"506",2011-09-17,"Philadelphia","Columbus Crew",1,0
"507",2011-09-17,"Seattle","D.C. United",3,0
"508",2011-09-17,"Chicago Fire","Chivas USA",3,2
"509",2011-09-21,"D.C. United","Chivas USA",2,2
"510",2011-09-21,"NY Red Bulls","Real Salt Lake",1,3
"511",2011-09-21,"Portland Timbers","San Jose",1,1
"512",2011-09-23,"Sporting KC","Philadelphia",1,1
"513",2011-09-24,"NY Red Bulls","Portland Timbers",2,0
"514",2011-09-24,"Colorado Rapids","San Jose",1,1
"515",2011-09-24,"Vancouver","Seattle",1,3
"516",2011-09-24,"Columbus Crew","LA Galaxy",0,1
"517",2011-09-24,"Chivas USA","Toronto FC",3,0
"518",2011-09-24,"D.C. United","Real Salt Lake",4,1
"519",2011-09-24,"FC Dallas","Houston Dynamo",0,1
"520",2011-09-25,"Chicago Fire","New England",3,2
"521",2011-09-28,"Real Salt Lake","Chicago Fire",0,3
"522",2011-09-28,"Sporting KC","Columbus Crew",2,1
"523",2011-09-29,"Philadelphia","D.C. United",3,2
"524",2011-10-01,"Toronto FC","NY Red Bulls",1,1
"525",2011-10-01,"LA Galaxy","Real Salt Lake",2,1
"526",2011-10-01,"Colorado Rapids","FC Dallas",0,1
"527",2011-10-01,"Houston Dynamo","Chicago Fire",1,1
"528",2011-10-01,"San Jose","Sporting KC",1,1
"529",2011-10-01,"New England","Seattle",1,2
"530",2011-10-02,"Columbus Crew","D.C. United",2,1
"531",2011-10-02,"Vancouver","Portland Timbers",0,1
"532",2011-10-02,"Chivas USA","Philadelphia",1,1
"533",2011-10-04,"NY Red Bulls","LA Galaxy",2,0
"534",2011-10-06,"Vancouver","Real Salt Lake",3,0
"535",2011-10-08,"Seattle","Philadelphia",0,2
"536",2011-10-08,"New England","San Jose",1,2
"537",2011-10-12,"Chicago Fire","FC Dallas",1,2
"538",2011-10-12,"Vancouver","D.C. United",2,1
"539",2011-10-14,"Portland Timbers","Houston Dynamo",0,2
"540",2011-10-14,"Colorado Rapids","Real Salt Lake",0,0
"541",2011-10-15,"Sporting KC","NY Red Bulls",2,0
"542",2011-10-15,"Seattle","San Jose",2,1
"543",2011-10-15,"FC Dallas","Vancouver",2,0
"544",2011-10-15,"Philadelphia","Toronto FC",1,1
"545",2011-10-15,"New England","Columbus Crew",0,3
"546",2011-10-15,"D.C. United","Chicago Fire",1,2
"547",2011-10-16,"LA Galaxy","Chivas USA",1,0
"548",2011-10-19,"D.C. United","Portland Timbers",1,1
"549",2011-10-20,"NY Red Bulls","Philadelphia",1,0
"550",2011-10-22,"D.C. United","Sporting KC",0,1
"551",2011-10-22,"Real Salt Lake","Portland Timbers",1,1
"552",2011-10-22,"Chivas USA","Seattle",1,3
"553",2011-10-22,"Toronto FC","New England",2,2
"554",2011-10-22,"San Jose","FC Dallas",4,2
"555",2011-10-22,"Vancouver","Colorado Rapids",1,2
"556",2011-10-22,"Chicago Fire","Columbus Crew",3,2
"557",2011-10-23,"Houston Dynamo","LA Galaxy",3,1
"558",2011-10-26,"FC Dallas","NY Red Bulls",0,2
"559",2011-10-27,"Colorado Rapids","Columbus Crew",1,0
"560",2011-10-29,"Real Salt Lake","Seattle",3,0
"561",2011-10-30,"NY Red Bulls","LA Galaxy",0,1
"562",2011-10-30,"Philadelphia","Houston Dynamo",1,2
"563",2011-10-30,"Colorado Rapids","Sporting KC",0,2
"564",2011-11-02,"Seattle","Real Salt Lake",2,0
"565",2011-11-02,"Sporting KC","Colorado Rapids",2,0
"566",2011-11-03,"Houston Dynamo","Philadelphia",1,0
"567",2011-11-03,"LA Galaxy","NY Red Bulls",2,1
"568",2011-11-06,"Sporting KC","Houston Dynamo",0,2
"569",2011-11-06,"LA Galaxy","Real Salt Lake",3,1
"570",2011-11-20,"LA Galaxy","Houston Dynamo",1,0
"571",2012-03-10,"D.C. United","Sporting KC",0,1
"572",2012-03-10,"LA Galaxy","Real Salt Lake",1,3
"573",2012-03-10,"Colorado Rapids","Columbus Crew",2,0
"574",2012-03-10,"San Jose","New England",1,0
"575",2012-03-10,"Vancouver","Montreal Impact",2,0
"576",2012-03-11,"Chivas USA","Houston Dynamo",0,1
"577",2012-03-11,"FC Dallas","NY Red Bulls",2,1
"578",2012-03-12,"Portland Timbers","Philadelphia",3,1
"579",2012-03-17,"Sporting KC","New England",3,0
"580",2012-03-17,"Chivas USA","Vancouver",0,1
"581",2012-03-17,"FC Dallas","Portland Timbers",1,1
"582",2012-03-17,"Seattle","Toronto FC",3,1
"583",2012-03-17,"San Jose","Houston Dynamo",0,1
"584",2012-03-17,"Real Salt Lake","NY Red Bulls",2,0
"585",2012-03-17,"Montreal Impact","Chicago Fire",1,1
"586",2012-03-18,"LA Galaxy","D.C. United",3,1
"587",2012-03-18,"Philadelphia","Colorado Rapids",1,2
"588",2012-03-23,"Seattle","Houston Dynamo",2,0
"589",2012-03-24,"Columbus Crew","Montreal Impact",2,0
"590",2012-03-24,"Chicago Fire","Philadelphia",1,0
"591",2012-03-24,"Vancouver","D.C. United",0,0
"592",2012-03-24,"Real Salt Lake","Chivas USA",0,1
"593",2012-03-24,"Toronto FC","San Jose",0,3
"594",2012-03-24,"New England","Portland Timbers",1,0
"595",2012-03-25,"Sporting KC","FC Dallas",2,1
"596",2012-03-25,"NY Red Bulls","Colorado Rapids",4,1
"597",2012-03-30,"D.C. United","FC Dallas",4,1
"598",2012-03-31,"Seattle","San Jose",0,1
"599",2012-03-31,"LA Galaxy","New England",1,3
"600",2012-03-31,"Toronto FC","Columbus Crew",0,1
"601",2012-03-31,"Portland Timbers","Real Salt Lake",2,3
"602",2012-03-31,"NY Red Bulls","Montreal Impact",5,2
"603",2012-03-31,"Philadelphia","Vancouver",0,0
"604",2012-04-01,"Chivas USA","Sporting KC",0,1
"605",2012-04-01,"Colorado Rapids","Chicago Fire",2,0
"606",2012-04-04,"Real Salt Lake","Montreal Impact",1,0
"607",2012-04-05,"FC Dallas","New England",1,0
"608",2012-04-07,"D.C. United","Seattle",0,0
"609",2012-04-07,"Columbus Crew","NY Red Bulls",1,4
"610",2012-04-07,"Montreal Impact","Toronto FC",2,1
"611",2012-04-07,"San Jose","Vancouver",3,1
"612",2012-04-07,"Portland Timbers","Chivas USA",1,2
"613",2012-04-07,"Sporting KC","LA Galaxy",1,0
"614",2012-04-07,"Real Salt Lake","Colorado Rapids",2,0
"615",2012-04-14,"Sporting KC","Real Salt Lake",1,0
"616",2012-04-14,"Philadelphia","Columbus Crew",1,0
"617",2012-04-14,"New England","D.C. United",1,2
"618",2012-04-14,"FC Dallas","Montreal Impact",2,1
"619",2012-04-14,"LA Galaxy","Portland Timbers",3,1
"620",2012-04-14,"NY Red Bulls","San Jose",2,2
"621",2012-04-14,"Toronto FC","Chivas USA",0,1
"622",2012-04-14,"Seattle","Colorado Rapids",1,0
"623",2012-04-15,"Chicago Fire","Houston Dynamo",1,1
"624",2012-04-18,"Vancouver","Sporting KC",1,3
"625",2012-04-18,"D.C. United","Montreal Impact",1,1
"626",2012-04-21,"Portland Timbers","Sporting KC",1,0
"627",2012-04-21,"Toronto FC","Chicago Fire",2,3
"628",2012-04-21,"Vancouver","FC Dallas",1,0
"629",2012-04-21,"Colorado Rapids","LA Galaxy",1,2
"630",2012-04-21,"Chivas USA","Philadelphia",0,1
"631",2012-04-21,"Columbus Crew","Houston Dynamo",2,2
"632",2012-04-21,"San Jose","Real Salt Lake",3,1
"633",2012-04-22,"D.C. United","NY Red Bulls",4,1
"634",2012-04-25,"FC Dallas","Real Salt Lake",1,1
"635",2012-04-28,"Colorado Rapids","Chivas USA",4,0
"636",2012-04-28,"Columbus Crew","Vancouver",0,1
"637",2012-04-28,"Montreal Impact","Portland Timbers",2,0
"638",2012-04-28,"D.C. United","Houston Dynamo",3,2
"639",2012-04-28,"NY Red Bulls","New England",1,0
"640",2012-04-28,"Real Salt Lake","Toronto FC",3,2
"641",2012-04-28,"LA Galaxy","FC Dallas",1,1
"642",2012-04-28,"Philadelphia","San Jose",1,2
"643",2012-04-28,"Chicago Fire","Seattle",1,2
"644",2012-05-02,"San Jose","D.C. United",5,3
"645",2012-05-02,"Seattle","LA Galaxy",2,0
"646",2012-05-02,"New England","Colorado Rapids",2,1
"647",2012-05-04,"Chivas USA","Chicago Fire",1,2
"648",2012-05-05,"Toronto FC","D.C. United",0,2
"649",2012-05-05,"Portland Timbers","Columbus Crew",0,0
"650",2012-05-05,"Sporting KC","Montreal Impact",0,2
"651",2012-05-05,"LA Galaxy","NY Red Bulls",0,1
"652",2012-05-05,"Vancouver","San Jose",2,1
"653",2012-05-05,"Real Salt Lake","New England",2,1
"654",2012-05-05,"Seattle","Philadelphia",1,0
"655",2012-05-06,"FC Dallas","Colorado Rapids",0,2
"656",2012-05-09,"Chicago Fire","Real Salt Lake",0,0
"657",2012-05-09,"FC Dallas","Seattle",0,2
"658",2012-05-09,"NY Red Bulls","Houston Dynamo",1,0
"659",2012-05-12,"Houston Dynamo","D.C. United",1,0
"660",2012-05-12,"Seattle","Real Salt Lake",0,1
"661",2012-05-12,"Columbus Crew","FC Dallas",2,1
"662",2012-05-12,"Chicago Fire","Sporting KC",2,1
"663",2012-05-12,"Montreal Impact","LA Galaxy",1,1
"664",2012-05-12,"New England","Vancouver",4,1
"665",2012-05-13,"San Jose","Chivas USA",1,1
"666",2012-05-13,"Philadelphia","NY Red Bulls",2,3
"667",2012-05-15,"Houston Dynamo","Portland Timbers",0,0
"668",2012-05-16,"D.C. United","Colorado Rapids",2,0
"669",2012-05-19,"Vancouver","Seattle",2,2
"670",2012-05-19,"Montreal Impact","NY Red Bulls",1,2
"671",2012-05-19,"FC Dallas","Philadelphia",1,1
"672",2012-05-19,"Chivas USA","LA Galaxy",1,0
"673",2012-05-19,"D.C. United","Toronto FC",3,1
"674",2012-05-19,"San Jose","Columbus Crew",1,1
"675",2012-05-19,"Colorado Rapids","Sporting KC",2,2
"676",2012-05-19,"New England","Houston Dynamo",2,2
"677",2012-05-20,"Portland Timbers","Chicago Fire",2,1
"678",2012-05-23,"Seattle","Columbus Crew",0,2
"679",2012-05-23,"Chicago Fire","FC Dallas",2,1
"680",2012-05-23,"LA Galaxy","San Jose",2,3
"681",2012-05-23,"NY Red Bulls","Chivas USA",1,1
"682",2012-05-26,"Portland Timbers","Vancouver",1,1
"683",2012-05-26,"Columbus Crew","Chicago Fire",2,1
"684",2012-05-26,"Colorado Rapids","Montreal Impact",3,2
"685",2012-05-26,"Real Salt Lake","FC Dallas",3,2
"686",2012-05-26,"Toronto FC","Philadelphia",1,0
"687",2012-05-26,"Houston Dynamo","LA Galaxy",2,1
"688",2012-05-26,"Chivas USA","Seattle",1,1
"689",2012-05-26,"D.C. United","New England",3,2
"690",2012-05-27,"Sporting KC","San Jose",2,1
"691",2012-06-02,"New England","Chicago Fire",2,0
"692",2012-06-10,"Vancouver","Houston Dynamo",3,1
"693",2012-06-16,"Montreal Impact","Seattle",4,1
"694",2012-06-16,"Philadelphia","D.C. United",0,1
"695",2012-06-16,"Sporting KC","Toronto FC",2,0
"696",2012-06-16,"Chivas USA","Real Salt Lake",0,3
"697",2012-06-16,"New England","Columbus Crew",0,0
"698",2012-06-16,"Vancouver","Colorado Rapids",1,0
"699",2012-06-16,"Houston Dynamo","FC Dallas",2,1
"700",2012-06-17,"Chicago Fire","NY Red Bulls",3,1
"701",2012-06-17,"LA Galaxy","Portland Timbers",1,0
"702",2012-06-20,"Colorado Rapids","San Jose",1,2
"703",2012-06-20,"Vancouver","NY Red Bulls",1,1
"704",2012-06-20,"Real Salt Lake","LA Galaxy",2,3
"705",2012-06-20,"Houston Dynamo","Toronto FC",3,3
"706",2012-06-20,"Seattle","Sporting KC",1,1
"707",2012-06-20,"Chivas USA","Montreal Impact",2,1
"708",2012-06-23,"LA Galaxy","Vancouver",3,0
"709",2012-06-23,"FC Dallas","Chivas USA",0,0
"710",2012-06-23,"Philadelphia","Sporting KC",4,0
"711",2012-06-23,"Montreal Impact","Houston Dynamo",4,2
"712",2012-06-23,"Toronto FC","New England",2,2
"713",2012-06-23,"Chicago Fire","Columbus Crew",2,1
"714",2012-06-23,"Real Salt Lake","San Jose",1,2
"715",2012-06-24,"Portland Timbers","Seattle",2,1
"716",2012-06-24,"NY Red Bulls","D.C. United",3,2
"717",2012-06-27,"Montreal Impact","Toronto FC",0,3
"718",2012-06-29,"Sporting KC","Chicago Fire",0,1
"719",2012-06-30,"Colorado Rapids","Portland Timbers",3,0
"720",2012-06-30,"Houston Dynamo","Philadelphia",2,1
"721",2012-06-30,"D.C. United","Montreal Impact",3,0
"722",2012-06-30,"New England","Seattle",2,2
"723",2012-06-30,"Toronto FC","NY Red Bulls",1,1
"724",2012-06-30,"San Jose","LA Galaxy",4,3
"725",2012-06-30,"Columbus Crew","Real Salt Lake",2,0
"726",2012-07-03,"Houston Dynamo","Chicago Fire",0,0
"727",2012-07-03,"Portland Timbers","San Jose",2,1
"728",2012-07-04,"LA Galaxy","Philadelphia",1,2
"729",2012-07-04,"Real Salt Lake","Seattle",0,0
"730",2012-07-04,"FC Dallas","Toronto FC",1,1
"731",2012-07-04,"Colorado Rapids","Vancouver",0,1
"732",2012-07-04,"Montreal Impact","Sporting KC",1,3
"733",2012-07-07,"Chivas USA","Vancouver",0,0
"734",2012-07-07,"FC Dallas","San Jose",0,0
"735",2012-07-07,"Real Salt Lake","Portland Timbers",3,0
"736",2012-07-07,"Seattle","Colorado Rapids",2,1
"737",2012-07-07,"Sporting KC","Houston Dynamo",0,0
"738",2012-07-08,"Chicago Fire","LA Galaxy",0,2
"739",2012-07-08,"Montreal Impact","Columbus Crew",2,1
"740",2012-07-08,"Philadelphia","Toronto FC",3,0
"741",2012-07-08,"New England","NY Red Bulls",2,0
"742",2012-07-11,"Toronto FC","Vancouver",3,2
"743",2012-07-14,"Chicago Fire","Vancouver",1,0
"744",2012-07-14,"Philadelphia","Montreal Impact",2,1
"745",2012-07-14,"Colorado Rapids","FC Dallas",1,2
"746",2012-07-14,"Columbus Crew","Sporting KC",0,2
"747",2012-07-14,"New England","Toronto FC",0,1
"748",2012-07-14,"Portland Timbers","LA Galaxy",3,5
"749",2012-07-14,"San Jose","Real Salt Lake",5,0
"750",2012-07-15,"Houston Dynamo","D.C. United",4,0
"751",2012-07-15,"NY Red Bulls","Seattle",2,2
"752",2012-07-18,"Vancouver","LA Galaxy",2,2
"753",2012-07-18,"Chivas USA","Portland Timbers",1,0
"754",2012-07-18,"San Jose","FC Dallas",2,1
"755",2012-07-18,"Houston Dynamo","Sporting KC",2,1
"756",2012-07-18,"Toronto FC","Colorado Rapids",2,1
"757",2012-07-18,"NY Red Bulls","Chicago Fire",1,0
"758",2012-07-18,"Montreal Impact","New England",2,1
"759",2012-07-21,"NY Red Bulls","Philadelphia",2,0
"760",2012-07-21,"Real Salt Lake","Colorado Rapids",2,0
"761",2012-07-21,"Columbus Crew","D.C. United",1,0
"762",2012-07-21,"Houston Dynamo","Montreal Impact",3,0
"763",2012-07-21,"LA Galaxy","Chivas USA",3,1
"764",2012-07-21,"FC Dallas","Portland Timbers",5,0
"765",2012-07-21,"Sporting KC","New England",0,0
"766",2012-07-22,"Vancouver","San Jose",2,1
"767",2012-07-27,"Real Salt Lake","Vancouver",2,1
"768",2012-07-28,"Portland Timbers","Chivas USA",0,1
"769",2012-07-28,"Montreal Impact","NY Red Bulls",3,1
"770",2012-07-28,"Colorado Rapids","Seattle",1,2
"771",2012-07-28,"FC Dallas","LA Galaxy",0,1
"772",2012-07-28,"Sporting KC","Columbus Crew",1,2
"773",2012-07-28,"San Jose","Chicago Fire",1,1
"774",2012-07-28,"Toronto FC","Houston Dynamo",0,2
"775",2012-07-29,"Philadelphia","New England",2,1
"776",2012-08-03,"Houston Dynamo","NY Red Bulls",2,0
"777",2012-08-04,"Colorado Rapids","Real Salt Lake",1,0
"778",2012-08-04,"Chicago Fire","Toronto FC",2,1
"779",2012-08-04,"New England","Sporting KC",0,1
"780",2012-08-04,"D.C. United","Columbus Crew",1,0
"781",2012-08-04,"Montreal Impact","Philadelphia",2,0
"782",2012-08-05,"Seattle","LA Galaxy",4,0
"783",2012-08-05,"Portland Timbers","FC Dallas",1,1
"784",2012-08-10,"NY Red Bulls","Houston Dynamo",2,0
"785",2012-08-11,"San Jose","Seattle",2,1
"786",2012-08-11,"Vancouver","Real Salt Lake",2,1
"787",2012-08-11,"Sporting KC","D.C. United",2,1
"788",2012-08-11,"FC Dallas","Colorado Rapids",3,2
"789",2012-08-12,"New England","Montreal Impact",0,1
"790",2012-08-12,"Philadelphia","Chicago Fire",1,3
"791",2012-08-12,"Chivas USA","LA Galaxy",0,4
"792",2012-08-15,"Toronto FC","Portland Timbers",2,2
"793",2012-08-15,"Vancouver","FC Dallas",0,2
"794",2012-08-15,"Columbus Crew","LA Galaxy",1,1
"795",2012-08-18,"Real Salt Lake","FC Dallas",1,2
"796",2012-08-18,"Montreal Impact","San Jose",3,1
"797",2012-08-18,"Seattle","Vancouver",2,0
"798",2012-08-18,"Toronto FC","Sporting KC",0,1
"799",2012-08-18,"Chicago Fire","New England",2,1
"800",2012-08-18,"Colorado Rapids","Chivas USA",1,1
"801",2012-08-19,"Houston Dynamo","Columbus Crew",2,2
"802",2012-08-19,"NY Red Bulls","Portland Timbers",3,2
"803",2012-08-19,"D.C. United","Philadelphia",1,1
"804",2012-08-22,"Columbus Crew","Toronto FC",2,1
"805",2012-08-22,"D.C. United","Chicago Fire",4,2
"806",2012-08-24,"Philadelphia","Real Salt Lake",0,0
"807",2012-08-25,"Montreal Impact","D.C. United",3,0
"808",2012-08-25,"Columbus Crew","New England",4,3
"809",2012-08-25,"Chivas USA","Seattle",2,6
"810",2012-08-25,"Houston Dynamo","Toronto FC",1,1
"811",2012-08-25,"Portland Timbers","Vancouver",2,1
"812",2012-08-25,"San Jose","Colorado Rapids",4,1
"813",2012-08-26,"Sporting KC","NY Red Bulls",1,1
"814",2012-08-26,"LA Galaxy","FC Dallas",2,0
"815",2012-08-29,"New England","Chivas USA",3,3
"816",2012-08-29,"D.C. United","NY Red Bulls",2,2
"817",2012-08-29,"Philadelphia","Columbus Crew",1,2
"818",2012-08-31,"Portland Timbers","Colorado Rapids",1,0
"819",2012-09-01,"Real Salt Lake","D.C. United",1,0
"820",2012-09-01,"Columbus Crew","Montreal Impact",2,1
"821",2012-09-01,"New England","Philadelphia",0,0
"822",2012-09-01,"Sporting KC","Toronto FC",2,1
"823",2012-09-01,"LA Galaxy","Vancouver",2,0
"824",2012-09-02,"San Jose","Chivas USA",4,0
"825",2012-09-02,"FC Dallas","Seattle",1,1
"826",2012-09-02,"Chicago Fire","Houston Dynamo",3,1
"827",2012-09-05,"Colorado Rapids","Portland Timbers",3,0
"828",2012-09-05,"New England","Columbus Crew",2,0
"829",2012-09-06,"Houston Dynamo","Real Salt Lake",1,0
"830",2012-09-08,"Seattle","Chivas USA",2,1
"831",2012-09-12,"Toronto FC","Chicago Fire",1,2
"832",2012-09-14,"LA Galaxy","Colorado Rapids",2,0
"833",2012-09-14,"Sporting KC","Houston Dynamo",1,1
"834",2012-09-15,"NY Red Bulls","Columbus Crew",3,1
"835",2012-09-15,"Chivas USA","San Jose",0,2
"836",2012-09-15,"Toronto FC","Philadelphia",1,1
"837",2012-09-15,"FC Dallas","Vancouver",1,0
"838",2012-09-15,"Chicago Fire","Montreal Impact",3,1
"839",2012-09-15,"D.C. United","New England",2,1
"840",2012-09-15,"Portland Timbers","Seattle",1,1
"841",2012-09-19,"San Jose","Portland Timbers",2,2
"842",2012-09-19,"NY Red Bulls","Sporting KC",0,2
"843",2012-09-19,"Columbus Crew","Chivas USA",1,0
"844",2012-09-20,"Philadelphia","D.C. United",0,1
"845",2012-09-22,"New England","NY Red Bulls",1,1
"846",2012-09-22,"Chicago Fire","Columbus Crew",2,1
"847",2012-09-22,"Montreal Impact","Sporting KC",0,0
"848",2012-09-22,"Seattle","San Jose",1,2
"849",2012-09-22,"LA Galaxy","Toronto FC",4,2
"850",2012-09-22,"Real Salt Lake","Portland Timbers",2,1
"851",2012-09-23,"Philadelphia","Houston Dynamo",3,1
"852",2012-09-23,"Vancouver","Colorado Rapids",2,2
"853",2012-09-23,"D.C. United","Chivas USA",1,0
"854",2012-09-28,"Sporting KC","Chicago Fire",2,0
"855",2012-09-29,"Chivas USA","Real Salt Lake",0,4
"856",2012-09-29,"Portland Timbers","D.C. United",1,1
"857",2012-09-29,"Columbus Crew","Philadelphia",3,2
"858",2012-09-29,"San Jose","FC Dallas",3,3
"859",2012-09-29,"NY Red Bulls","Toronto FC",4,1
"860",2012-09-29,"Houston Dynamo","New England",2,0
"861",2012-09-29,"Vancouver","Seattle",0,0
"862",2012-09-30,"Colorado Rapids","LA Galaxy",1,1
"863",2012-10-03,"Vancouver","Chivas USA",4,0
"864",2012-10-03,"Chicago Fire","Philadelphia",1,3
"865",2012-10-06,"LA Galaxy","Real Salt Lake",1,2
"866",2012-10-06,"Houston Dynamo","Montreal Impact",1,1
"867",2012-10-06,"Colorado Rapids","San Jose",1,4
"868",2012-10-06,"NY Red Bulls","Chicago Fire",0,2
"869",2012-10-06,"Philadelphia","New England",1,0
"870",2012-10-06,"Toronto FC","D.C. United",0,1
"871",2012-10-07,"Chivas USA","FC Dallas",1,1
"872",2012-10-07,"Seattle","Portland Timbers",3,0
"873",2012-10-07,"Columbus Crew","Sporting KC",1,1
"874",2012-10-17,"Seattle","Real Salt Lake",0,0
"875",2012-10-20,"Chivas USA","Colorado Rapids",0,2
"876",2012-10-20,"Toronto FC","Montreal Impact",0,0
"877",2012-10-20,"NY Red Bulls","Sporting KC",0,0
"878",2012-10-20,"Houston Dynamo","Philadelphia",3,1
"879",2012-10-20,"D.C. United","Columbus Crew",3,2
"880",2012-10-20,"New England","Chicago Fire",1,0
"881",2012-10-21,"Vancouver","Portland Timbers",0,1
"882",2012-10-21,"Seattle","FC Dallas",3,1
"883",2012-10-21,"San Jose","LA Galaxy",2,2
"884",2012-10-24,"Sporting KC","Philadelphia",2,1
"885",2012-10-27,"Philadelphia","NY Red Bulls",0,3
"886",2012-10-27,"Colorado Rapids","Houston Dynamo",2,0
"887",2012-10-27,"Montreal Impact","New England",0,1
"888",2012-10-27,"Portland Timbers","San Jose",1,1
"889",2012-10-27,"Real Salt Lake","Vancouver",0,0
"890",2012-10-27,"Chicago Fire","D.C. United",1,1
"891",2012-10-28,"LA Galaxy","Seattle",1,0
"892",2012-10-28,"FC Dallas","Chivas USA",2,2
"893",2012-10-28,"Columbus Crew","Toronto FC",2,1
"894",2012-10-31,"Chicago Fire","Houston Dynamo",1,2
"895",2012-11-01,"LA Galaxy","Vancouver",2,1
"896",2012-11-02,"Seattle","Real Salt Lake",0,0
"897",2012-11-03,"D.C. United","NY Red Bulls",1,1
"898",2012-11-04,"Houston Dynamo","Sporting KC",2,0
"899",2012-11-04,"LA Galaxy","San Jose",0,1
"900",2012-11-07,"Sporting KC","Houston Dynamo",1,0
"901",2012-11-08,"NY Red Bulls","D.C. United",0,1
"902",2012-11-08,"Real Salt Lake","Seattle",0,1
"903",2012-11-08,"San Jose","LA Galaxy",1,3
"904",2012-11-11,"Houston Dynamo","D.C. United",3,1
"905",2012-11-11,"LA Galaxy","Seattle",3,0
"906",2012-11-18,"D.C. United","Houston Dynamo",1,1
"907",2012-11-18,"Seattle","LA Galaxy",2,1
"908",2012-12-01,"LA Galaxy","Houston Dynamo",3,1
"909",2013-03-02,"FC Dallas","Colorado Rapids",1,0
"910",2013-03-02,"Philadelphia","Sporting KC",1,3
