"","Date","Time","Home","Away"
"45",2023-12-03,"12:30","Lecce","Bologna"
"46",2023-12-03,"15:00","Udinese","Hellas Verona"
"47",2023-12-03,"15:00","Fiorentina","Salernitana"
"48",2023-12-03,"18:00","Sassuolo","Roma"
"49",2023-12-03,"20:45","Napoli","Inter"
"50",2023-12-04,"20:45","Torino","Atalanta"
"51",2023-12-08,"20:45","Juventus","Napoli"
"52",2023-12-09,"15:00","Hellas Verona","Lazio"
"53",2023-12-09,"18:00","Atalanta","Milan"
"54",2023-12-09,"20:45","Inter","Udinese"
"55",2023-12-10,"12:30","Frosinone","Torino"
"56",2023-12-10,"15:00","Monza","Genoa"
"57",2023-12-10,"18:00","Salernitana","Bologna"
"58",2023-12-10,"20:45","Roma","Fiorentina"
"59",2023-12-11,"18:30","Empoli","Lecce"
"60",2023-12-11,"20:45","Cagliari","Sassuolo"
"61",2023-12-15,"20:45","Genoa","Juventus"
"62",2023-12-16,"15:00","Lecce","Frosinone"
"63",2023-12-16,"18:00","Napoli","Cagliari"
"64",2023-12-16,"20:45","Torino","Empoli"
"65",2023-12-17,"12:30","Milan","Monza"
"66",2023-12-17,"15:00","Fiorentina","Hellas Verona"
"67",2023-12-17,"15:00","Udinese","Sassuolo"
"68",2023-12-17,"18:00","Bologna","Roma"
"69",2023-12-17,"20:45","Lazio","Inter"
"70",2023-12-18,"20:45","Atalanta","Salernitana"
"71",2023-12-22,"18:30","Sassuolo","Genoa"
"72",2023-12-22,"18:30","Empoli","Lazio"
"73",2023-12-22,"20:45","Monza","Fiorentina"
"74",2023-12-22,"20:45","Salernitana","Milan"
"75",2023-12-23,"12:30","Frosinone","Juventus"
"76",2023-12-23,"15:00","Torino","Udinese"
"77",2023-12-23,"15:00","Bologna","Atalanta"
"78",2023-12-23,"18:00","Inter","Lecce"
"79",2023-12-23,"18:00","Hellas Verona","Cagliari"
"80",2023-12-23,"20:45","Roma","Napoli"
"81",2023-12-29,"18:30","Napoli","Monza"
"82",2023-12-29,"18:30","Fiorentina","Torino"
"83",2023-12-29,"20:45","Lazio","Frosinone"
"84",2023-12-29,"20:45","Genoa","Inter"
"85",2023-12-30,"12:30","Atalanta","Lecce"
"86",2023-12-30,"15:00","Udinese","Bologna"
"87",2023-12-30,"15:00","Cagliari","Empoli"
"88",2023-12-30,"18:00","Milan","Sassuolo"
"89",2023-12-30,"18:00","Hellas Verona","Salernitana"
"90",2023-12-30,"20:45","Juventus","Roma"
"91",2024-01-06,"15:00","Lecce","Cagliari"
"92",2024-01-06,"18:00","Empoli","Milan"
"93",2024-01-06,"20:45","Bologna","Genoa"
"94",2024-01-07,"15:00","Frosinone","Monza"
"95",2024-01-07,"18:00","Roma","Atalanta"
"96",2024-01-07,"20:45","Salernitana","Juventus"
"97",2024-01-24,"","Udinese","Lazio"
"98",2024-01-24,"","Torino","Napoli"
"99",2024-01-24,"","Sassuolo","Fiorentina"
"100",2024-01-24,"","Inter","Hellas Verona"
"101",2024-01-14,"","Hellas Verona","Empoli"
"102",2024-01-14,"","Milan","Roma"
"103",2024-01-14,"","Napoli","Salernitana"
"104",2024-01-14,"","Genoa","Torino"
"105",2024-01-14,"","Cagliari","Bologna"
"106",2024-01-14,"","Lazio","Lecce"
"107",2024-01-14,"","Juventus","Sassuolo"
"108",2024-01-14,"","Fiorentina","Udinese"
"109",2024-01-14,"","Monza","Inter"
"110",2024-01-14,"","Atalanta","Frosinone"
"111",2024-01-21,"","Bologna","Fiorentina"
"112",2024-01-21,"","Sassuolo","Napoli"
"113",2024-01-21,"","Roma","Hellas Verona"
"114",2024-01-21,"","Empoli","Monza"
"115",2024-01-21,"","Udinese","Milan"
"116",2024-01-21,"","Lecce","Juventus"
"117",2024-01-21,"","Inter","Atalanta"
"118",2024-01-21,"","Salernitana","Genoa"
"119",2024-01-21,"","Frosinone","Cagliari"
"120",2024-01-21,"","Torino","Lazio"
"121",2024-01-28,"","Milan","Bologna"
"122",2024-01-28,"","Fiorentina","Inter"
"123",2024-01-28,"","Monza","Sassuolo"
"124",2024-01-28,"","Hellas Verona","Frosinone"
"125",2024-01-28,"","Lazio","Napoli"
"126",2024-01-28,"","Genoa","Lecce"
"127",2024-01-28,"","Atalanta","Udinese"
"128",2024-01-28,"","Cagliari","Torino"
"129",2024-01-28,"","Juventus","Empoli"
"130",2024-01-28,"","Salernitana","Roma"
"131",2024-02-04,"","Torino","Salernitana"
"132",2024-02-04,"","Frosinone","Milan"
"133",2024-02-04,"","Lecce","Fiorentina"
"134",2024-02-04,"","Udinese","Monza"
"135",2024-02-04,"","Bologna","Sassuolo"
"136",2024-02-04,"","Roma","Cagliari"
"137",2024-02-04,"","Atalanta","Lazio"
"138",2024-02-04,"","Napoli","Hellas Verona"
"139",2024-02-04,"","Inter","Juventus"
"140",2024-02-04,"","Empoli","Genoa"
"141",2024-02-11,"","Milan","Napoli"
"142",2024-02-11,"","Salernitana","Empoli"
"143",2024-02-11,"","Sassuolo","Torino"
"144",2024-02-11,"","Bologna","Lecce"
"145",2024-02-11,"","Monza","Hellas Verona"
"146",2024-02-11,"","Fiorentina","Frosinone"
"147",2024-02-11,"","Juventus","Udinese"
"148",2024-02-11,"","Roma","Inter"
"149",2024-02-11,"","Genoa","Atalanta"
"150",2024-02-11,"","Cagliari","Lazio"
"151",2024-02-18,"","Inter","Salernitana"
"152",2024-02-18,"","Atalanta","Sassuolo"
"153",2024-02-18,"","Empoli","Fiorentina"
"154",2024-02-18,"","Udinese","Cagliari"
"155",2024-02-18,"","Torino","Lecce"
"156",2024-02-18,"","Hellas Verona","Juventus"
"157",2024-02-18,"","Napoli","Genoa"
"158",2024-02-18,"","Monza","Milan"
"159",2024-02-18,"","Lazio","Bologna"
"160",2024-02-18,"","Frosinone","Roma"
"161",2024-02-25,"","Milan","Atalanta"
"162",2024-02-25,"","Juventus","Frosinone"
"163",2024-02-25,"","Bologna","Hellas Verona"
"164",2024-02-25,"","Roma","Torino"
"165",2024-02-25,"","Fiorentina","Lazio"
"166",2024-02-25,"","Cagliari","Napoli"
"167",2024-02-25,"","Salernitana","Monza"
"168",2024-02-25,"","Genoa","Udinese"
"169",2024-02-25,"","Lecce","Inter"
"170",2024-02-25,"","Sassuolo","Empoli"
"171",2024-03-03,"","Frosinone","Lecce"
"172",2024-03-03,"","Atalanta","Bologna"
"173",2024-03-03,"","Lazio","Milan"
"174",2024-03-03,"","Napoli","Juventus"
"175",2024-03-03,"","Torino","Fiorentina"
"176",2024-03-03,"","Hellas Verona","Sassuolo"
"177",2024-03-03,"","Udinese","Salernitana"
"178",2024-03-03,"","Empoli","Cagliari"
"179",2024-03-03,"","Inter","Genoa"
"180",2024-03-03,"","Monza","Roma"
"181",2024-03-10,"","Milan","Empoli"
"182",2024-03-10,"","Fiorentina","Roma"
"183",2024-03-10,"","Cagliari","Salernitana"
"184",2024-03-10,"","Napoli","Torino"
"185",2024-03-10,"","Juventus","Atalanta"
"186",2024-03-10,"","Lazio","Udinese"
"187",2024-03-10,"","Lecce","Hellas Verona"
"188",2024-03-10,"","Bologna","Inter"
"189",2024-03-10,"","Sassuolo","Frosinone"
"190",2024-03-10,"","Genoa","Monza"
"191",2024-03-17,"","Empoli","Bologna"
"192",2024-03-17,"","Inter","Napoli"
"193",2024-03-17,"","Juventus","Genoa"
"194",2024-03-17,"","Salernitana","Lecce"
"195",2024-03-17,"","Udinese","Torino"
"196",2024-03-17,"","Hellas Verona","Milan"
"197",2024-03-17,"","Frosinone","Lazio"
"198",2024-03-17,"","Roma","Sassuolo"
"199",2024-03-17,"","Atalanta","Fiorentina"
"200",2024-03-17,"","Monza","Cagliari"
"201",2024-03-30,"","Lazio","Juventus"
"202",2024-03-30,"","Napoli","Atalanta"
"203",2024-03-30,"","Inter","Empoli"
"204",2024-03-30,"","Genoa","Frosinone"
"205",2024-03-30,"","Torino","Monza"
"206",2024-03-30,"","Fiorentina","Milan"
"207",2024-03-30,"","Bologna","Salernitana"
"208",2024-03-30,"","Lecce","Roma"
"209",2024-03-30,"","Sassuolo","Udinese"
"210",2024-03-30,"","Cagliari","Hellas Verona"
"211",2024-04-07,"","Salernitana","Sassuolo"
"212",2024-04-07,"","Udinese","Inter"
"213",2024-04-07,"","Juventus","Fiorentina"
"214",2024-04-07,"","Cagliari","Atalanta"
"215",2024-04-07,"","Milan","Lecce"
"216",2024-04-07,"","Empoli","Torino"
"217",2024-04-07,"","Monza","Napoli"
"218",2024-04-07,"","Frosinone","Bologna"
"219",2024-04-07,"","Hellas Verona","Genoa"
"220",2024-04-07,"","Roma","Lazio"
"221",2024-04-14,"","Napoli","Frosinone"
"222",2024-04-14,"","Lazio","Salernitana"
"223",2024-04-14,"","Sassuolo","Milan"
"224",2024-04-14,"","Atalanta","Hellas Verona"
"225",2024-04-14,"","Inter","Cagliari"
"226",2024-04-14,"","Bologna","Monza"
"227",2024-04-14,"","Udinese","Roma"
"228",2024-04-14,"","Torino","Juventus"
"229",2024-04-14,"","Lecce","Empoli"
"230",2024-04-14,"","Fiorentina","Genoa"
"231",2024-04-21,"","Empoli","Napoli"
"232",2024-04-21,"","Roma","Bologna"
"233",2024-04-21,"","Monza","Atalanta"
"234",2024-04-21,"","Cagliari","Juventus"
"235",2024-04-21,"","Genoa","Lazio"
"236",2024-04-21,"","Sassuolo","Lecce"
"237",2024-04-21,"","Hellas Verona","Udinese"
"238",2024-04-21,"","Torino","Frosinone"
"239",2024-04-21,"","Milan","Inter"
"240",2024-04-21,"","Salernitana","Fiorentina"
"241",2024-04-28,"","Juventus","Milan"
"242",2024-04-28,"","Lecce","Monza"
"243",2024-04-28,"","Genoa","Cagliari"
"244",2024-04-28,"","Frosinone","Salernitana"
"245",2024-04-28,"","Atalanta","Empoli"
"246",2024-04-28,"","Napoli","Roma"
"247",2024-04-28,"","Lazio","Hellas Verona"
"248",2024-04-28,"","Fiorentina","Sassuolo"
"249",2024-04-28,"","Inter","Torino"
"250",2024-04-28,"","Bologna","Udinese"
"251",2024-05-05,"","Udinese","Napoli"
"252",2024-05-05,"","Cagliari","Lecce"
"253",2024-05-05,"","Monza","Lazio"
"254",2024-05-05,"","Salernitana","Atalanta"
"255",2024-05-05,"","Empoli","Frosinone"
"256",2024-05-05,"","Milan","Genoa"
"257",2024-05-05,"","Torino","Bologna"
"258",2024-05-05,"","Sassuolo","Inter"
"259",2024-05-05,"","Roma","Juventus"
"260",2024-05-05,"","Hellas Verona","Fiorentina"
"261",2024-05-12,"","Fiorentina","Monza"
"262",2024-05-12,"","Genoa","Sassuolo"
"263",2024-05-12,"","Lecce","Udinese"
"264",2024-05-12,"","Frosinone","Inter"
"265",2024-05-12,"","Juventus","Salernitana"
"266",2024-05-12,"","Atalanta","Roma"
"267",2024-05-12,"","Hellas Verona","Torino"
"268",2024-05-12,"","Milan","Cagliari"
"269",2024-05-12,"","Lazio","Empoli"
"270",2024-05-12,"","Napoli","Bologna"
"271",2024-05-19,"","Roma","Genoa"
"272",2024-05-19,"","Salernitana","Hellas Verona"
"273",2024-05-19,"","Torino","Milan"
"274",2024-05-19,"","Monza","Frosinone"
"275",2024-05-19,"","Fiorentina","Napoli"
"276",2024-05-19,"","Udinese","Empoli"
"277",2024-05-19,"","Inter","Lazio"
"278",2024-05-19,"","Lecce","Atalanta"
"279",2024-05-19,"","Bologna","Juventus"
"280",2024-05-19,"","Sassuolo","Cagliari"
"281",2024-05-26,"","Genoa","Bologna"
"282",2024-05-26,"","Lazio","Sassuolo"
"283",2024-05-26,"","Empoli","Roma"
"284",2024-05-26,"","Frosinone","Udinese"
"285",2024-05-26,"","Cagliari","Fiorentina"
"286",2024-05-26,"","Milan","Salernitana"
"287",2024-05-26,"","Atalanta","Torino"
"288",2024-05-26,"","Juventus","Monza"
"289",2024-05-26,"","Napoli","Lecce"
"290",2024-05-26,"","Hellas Verona","Inter"
"291",2023-09-30,"15:00","Lecce","Napoli"
"292",2023-09-30,"18:00","Milan","Lazio"
"293",2023-09-30,"20:45","Salernitana","Inter"
"294",2023-10-01,"12:30","Bologna","Empoli"
"295",2023-10-01,"15:00","Udinese","Genoa"
"296",2023-10-01,"18:00","Atalanta","Juventus"
"297",2023-10-01,"20:45","Roma","Frosinone"
"298",2023-10-02,"18:30","Sassuolo","Monza"
"299",2023-10-02,"18:30","Torino","Hellas Verona"
"300",2023-10-02,"20:45","Fiorentina","Cagliari"
"301",2023-10-06,"18:30","Empoli","Udinese"
"302",2023-10-06,"20:45","Lecce","Sassuolo"
"303",2023-10-07,"15:00","Inter","Bologna"
"304",2023-10-07,"18:00","Juventus","Torino"
"305",2023-10-07,"20:45","Genoa","Milan"
"306",2023-10-08,"12:30","Monza","Salernitana"
"307",2023-10-08,"15:00","Lazio","Atalanta"
"308",2023-10-08,"15:00","Frosinone","Hellas Verona"
"309",2023-10-08,"18:00","Cagliari","Roma"
"310",2023-10-08,"20:45","Napoli","Fiorentina"
"311",2023-10-21,"15:00","Hellas Verona","Napoli"
"312",2023-10-21,"18:00","Torino","Inter"
"313",2023-10-21,"20:45","Sassuolo","Lazio"
"314",2023-10-22,"12:30","Roma","Monza"
"315",2023-10-22,"15:00","Bologna","Frosinone"
"316",2023-10-22,"15:00","Salernitana","Cagliari"
"317",2023-10-22,"18:00","Atalanta","Genoa"
"318",2023-10-22,"20:45","Milan","Juventus"
"319",2023-10-23,"18:30","Udinese","Lecce"
"320",2023-10-23,"20:45","Fiorentina","Empoli"
